journey,journey_count,distance_in_meters,av_duration_s,clean_text,cluster
"Hampstead Road (Cartmel), Euston to Hampstead Road (Cartmel), Euston",661,0.0,2489.9455370650544,hampstead road cartmel euston to hampstead road cartmel euston,0
"Clerkenwell Green, Clerkenwell to Moor Street, Soho",661,2064.076495928716,1181.450832072618,clerkenwell green clerkenwell to moor street soho,2
"Carnegie Street, King's Cross to Endsleigh Gardens, Euston",661,1378.8001621831631,604.7957639939485,carnegie street kings cross to endsleigh gardens euston,2
"Tachbrook Street, Victoria to Ashmole Estate, Oval",661,1776.265437286644,679.2950075642963,tachbrook street victoria to ashmole estate oval,2
"Cheapside, Bank to Bouverie Street, Temple",661,1037.253318714458,521.4629349470499,cheapside bank to bouverie street temple,2
"Kensington Town Hall, Kensington to Kensington Olympia Station, Olympia",661,1126.9899095155192,613.1482602118002,kensington town hall kensington to kensington olympia station olympia,1
"Ashmole Estate, Oval to Kennington Road Post Office, Oval",661,537.2040725380384,595.9818456883512,ashmole estate oval to kennington road post office oval,0
"Arlington Road, Camden Town to Bonny Street, Camden Town",661,478.51731497306855,1863.9818456883504,arlington road camden town to bonny street camden town,2
"Chelsea Bridge, Pimlico to Gas Holders, Battersea Park",661,877.04133613942,463.02571860816954,chelsea bridge pimlico to gas holders battersea park,0
"Queen's Gate (North), Kensington to Green Street, Mayfair",661,2014.152384270629,1939.9924357034795,queens gate north kensington to green street mayfair,1
"Sadlers Sports Centre, Finsbury to Hop Exchange, The Borough",661,2313.1912792675366,942.0816944024205,sadlers sports centre finsbury to hop exchange the borough,2
"Battersea Power Station, Battersea Park to Millbank Tower, Pimlico",661,1787.8195559717426,1273.473524962178,battersea power station battersea park to millbank tower pimlico,0
"Holland Park, Kensington to All Saints Church, Portobello",661,1562.2982150348798,1185.53706505295,holland park kensington to all saints church portobello,1
"Cadogan Gardens, Chelsea to Ebury Bridge, Pimlico",661,774.7299377003429,476.98335854765503,cadogan gardens chelsea to ebury bridge pimlico,0
"Greenland Road, Camden Town to Liverpool Road (N1 Centre), Angel",661,2456.1750476478373,1961.2284417549172,greenland road camden town to liverpool road n centre angel,0
"Warwick Road, Olympia to Maclise Road, Olympia",661,9941.020626682512,585.7201210287441,warwick road olympia to maclise road olympia,0
"Waterloo Station 3, Waterloo to Elizabeth Bridge, Victoria",661,2714.386600160411,1130.6187594553703,waterloo station  waterloo to elizabeth bridge victoria,0
"Aston Street, Stepney to Royal London Hospital, Whitechapel",661,1573.8172850940557,653.9062027231465,aston street stepney to royal london hospital whitechapel,2
"New Fetter Lane, Holborn to Concert Hall Approach 1, South Bank",661,1480.679244082551,579.6686838124053,new fetter lane holborn to concert hall approach  south bank,2
"Duke Street Hill, London Bridge to Red Lion Street, Holborn",661,2422.5994424266923,1203.2783661119524,duke street hill london bridge to red lion street holborn,2
"Northington Street , Holborn to Wormwood Street, Liverpool Street",661,2293.327807190631,986.2617246596067,northington street  holborn to wormwood street liverpool street,2
"Montpelier Street, Knightsbridge to Harriet Street, Knightsbridge",661,450.452780453874,1695.7655068078664,montpelier street knightsbridge to harriet street knightsbridge,2
"Doric Way , Somers Town to St. Bride Street, Holborn",661,2410.6247679146513,895.4372163388804,doric way  somers town to st bride street holborn,2
"Sadlers Sports Centre, Finsbury to Shoreditch High Street, Shoreditch",661,1487.1163931931974,686.051437216339,sadlers sports centre finsbury to shoreditch high street shoreditch,2
"Waterloo Station 1, Waterloo to Kings Gate House, Westminster",661,1787.2950138439476,740.8774583963691,waterloo station  waterloo to kings gate house westminster,2
"Red Lion Street, Holborn to Old Street Station, St. Luke's",661,2027.1682329194289,797.6611195158852,red lion street holborn to old street station st lukes,2
"Wardour Street, Soho to Macclesfield Rd, St Lukes",661,3125.1041107538695,1050.8441754916794,wardour street soho to macclesfield rd st lukes,2
"Eagle Wharf Road, Hoxton to Queensbridge Road, Haggerston",661,1607.1280949152692,690.0877458396366,eagle wharf road hoxton to queensbridge road haggerston,0
"Queen Mary's, Mile End to Pritchard's Road, Bethnal Green",661,1748.7285166720524,779.9243570347953,queen marys mile end to pritchards road bethnal green,0
"Clifton Road, Maida Vale to Chapel Place, Marylebone",661,2515.0468506309644,1039.3570347957643,clifton road maida vale to chapel place marylebone,0
"Queen's Gate (Central), South Kensington to Everington Street, Fulham",661,2856.5370933986787,852.7624810892586,queens gate central south kensington to everington street fulham,1
"Old Brompton Road, South Kensington to Queen's Gate (North), Kensington",661,1122.8676435017162,555.8789712556732,old brompton road south kensington to queens gate north kensington,1
"Endsleigh Gardens, Euston to Wormwood Street, Liverpool Street",661,3532.4326736807284,1187.2012102874428,endsleigh gardens euston to wormwood street liverpool street,2
"Winsland Street, Paddington to Albert Gate, Hyde Park",661,1914.6258599368605,1230.714069591528,winsland street paddington to albert gate hyde park,0
"Battersea Church Road, Battersea to Battersea Park Road, Nine Elms",661,2273.59655264314,801.4614220877462,battersea church road battersea to battersea park road nine elms,0
"St Mary's Hospital, Paddington to Porchester Place, Paddington",661,567.6789459012277,1138.275340393343,st marys hospital paddington to porchester place paddington,2
"Gas Holders, Battersea Park to Albert Square, Stockwell",661,2055.6686499325574,938.9409984871406,gas holders battersea park to albert square stockwell,0
"Old Street Station, St. Luke's to Museum of London, Barbican",661,974.1539028781776,571.8154311649015,old street station st lukes to museum of london barbican,2
"St. John Street, Finsbury to West Smithfield Rotunda, Farringdon",661,1160.0596600845156,458.6263237518909,st john street finsbury to west smithfield rotunda farringdon,2
"Queen Street 2, Bank to Braham Street, Aldgate",661,1390.6133049753068,824.7216338880481,queen street  bank to braham street aldgate,2
"Charlotte Terrace, Angel to Cartwright Gardens , Bloomsbury",660,1444.301913280585,709.289393939394,charlotte terrace angel to cartwright gardens  bloomsbury,2
"Howland Street, Fitzrovia to Waterloo Station 1, Waterloo",660,2566.807130963911,925.951515151515,howland street fitzrovia to waterloo station  waterloo,2
"South Audley Street, Mayfair to Green Park Station, Mayfair",660,652.9633990031025,793.0121212121207,south audley street mayfair to green park station mayfair,0
"Battersea Power Station, Battersea Park to Chelsea Bridge, Pimlico",660,272.30542344966,2000.5409090909093,battersea power station battersea park to chelsea bridge pimlico,0
"Falkirk Street, Hoxton to Duke Street Hill, London Bridge",660,2806.7398802000457,1044.943939393939,falkirk street hoxton to duke street hill london bridge,2
"Cleveland Way, Stepney to Monier Road, Hackney Wick",660,2983.501802542375,1362.1424242424243,cleveland way stepney to monier road hackney wick,0
"Alfreda Street, Battersea Park to Ashley Crescent, Battersea",660,879.4999264773721,599.7166666666666,alfreda street battersea park to ashley crescent battersea,0
"Storey's Gate, Westminster to Great Russell Street, Bloomsbury",660,1897.2835006202372,1697.5136363636368,storeys gate westminster to great russell street bloomsbury,2
"Devonshire Terrace, Bayswater to St. James's Square, St. James's",660,3196.230685992439,1456.8181818181815,devonshire terrace bayswater to st jamess square st jamess,2
"New Road 1 , Whitechapel to Central House, Aldgate",660,609.5891972705205,833.6863636363635,new road   whitechapel to central house aldgate,0
"Salmon Lane, Limehouse to Southwark Station 2, Southwark",660,5036.301028217177,1490.1939393939392,salmon lane limehouse to southwark station  southwark,2
"Argyll Road, Kensington to Campden Hill Road, Notting Hill",660,730.100758014821,564.0666666666666,argyll road kensington to campden hill road notting hill,1
"Pritchard's Road, Bethnal Green to Hatton Wall, Holborn",660,3490.3198825501586,1069.4393939393951,pritchards road bethnal green to hatton wall holborn,0
"Tysoe Street, Clerkenwell to Queen Street 1, Bank",660,2003.9962854739397,783.310606060606,tysoe street clerkenwell to queen street  bank,2
"Upper Richmond Road, Putney to Putney Pier, Wandsworth",660,856.4773924231632,2097.69696969697,upper richmond road putney to putney pier wandsworth,0
"Soho Square , Soho to Cheapside, Bank",660,2731.8600027328366,1225.1045454545458,soho square  soho to cheapside bank,2
"Surrey Lane, Battersea to Austin Road, Battersea Park",660,816.4841782426331,660.7424242424241,surrey lane battersea to austin road battersea park,0
"Hammersmith Town Hall, Hammersmith to Bridge Avenue, Hammersmith",660,7067.63473263644,3663.15303030303,hammersmith town hall hammersmith to bridge avenue hammersmith,0
"Little Argyll Street, West End to Baker Street, Marylebone",660,1132.0648033193363,663.9833333333333,little argyll street west end to baker street marylebone,2
"Finsbury Leisure Centre, St. Luke's to St. John Street, Finsbury",660,637.6793549800186,399.5257575757575,finsbury leisure centre st lukes to st john street finsbury,2
"Palace Gate, Kensington Gardens to Queen's Gate (Central), South Kensington",660,979.8648094392213,944.5424242424242,palace gate kensington gardens to queens gate central south kensington,1
"Whiston Road, Haggerston to Leonard Circus , Shoreditch",660,1222.0885505481808,546.0863636363639,whiston road haggerston to leonard circus  shoreditch,0
"Royal Avenue 2, Chelsea to Sedding Street, Sloane Square",660,511.8711426617787,1510.146969696969,royal avenue  chelsea to sedding street sloane square,2
"Tavistock Street, Covent Garden to Long Lane , Bermondsey",660,2817.9590368693885,1266.0772727272729,tavistock street covent garden to long lane  bermondsey,2
"Drayton Gardens, West Chelsea to Austin Road, Battersea Park",660,2185.721073628969,2066.159090909089,drayton gardens west chelsea to austin road battersea park,0
"Simpson Street, Clapham Junction to Clapham Common North Side, Clapham Common",660,1318.429026502224,1319.8772727272724,simpson street clapham junction to clapham common north side clapham common,0
"Warren Street Station, Euston to Edgware Road Station, Marylebone",660,2252.5321163352933,873.065151515151,warren street station euston to edgware road station marylebone,2
"Eagle Wharf Road, Hoxton to St. Bride Street, Holborn",660,2223.3982959657787,909.3575757575757,eagle wharf road hoxton to st bride street holborn,2
"Grosvenor Square, Mayfair to Serpentine Car Park, Hyde Park",660,1753.5849550305215,1379.887878787879,grosvenor square mayfair to serpentine car park hyde park,0
"Star Road, West Kensington to Imperial College, Knightsbridge",660,2229.5485846820284,856.0515151515153,star road west kensington to imperial college knightsbridge,1
"Queensbridge Road, Haggerston to York Hall, Bethnal Green",660,1113.5042013623702,764.5696969696967,queensbridge road haggerston to york hall bethnal green,0
"Black Lion Gate, Kensington Gardens to Warwick Road, Olympia",660,1900.1241782627,1670.8530303030298,black lion gate kensington gardens to warwick road olympia,1
"Clerkenwell Green, Clerkenwell to Fanshaw Street, Hoxton",660,1633.9690486988131,637.5515151515151,clerkenwell green clerkenwell to fanshaw street hoxton,2
"London Zoo Car Park, The Regent's Park to Prince Albert Road, The Regent's Park",660,747.0202226795493,2217.386363636364,london zoo car park the regents park to prince albert road the regents park,0
"Albert Gate, Hyde Park to Turquoise Island, Notting Hill",660,3193.500923117688,1654.160606060606,albert gate hyde park to turquoise island notting hill,0
"Queen's Gate (Central), South Kensington to Imperial College, Knightsbridge",660,610.9395029401543,485.5651515151516,queens gate central south kensington to imperial college knightsbridge,1
"Curlew Street, Shad Thames to Westferry DLR, Limehouse",660,3425.737084907141,1517.8939393939393,curlew street shad thames to westferry dlr limehouse,2
"Bolsover Street, Fitzrovia to Winsland Street, Paddington",660,1989.5485004216555,861.34696969697,bolsover street fitzrovia to winsland street paddington,2
"Manresa Road, Chelsea to Queen's Gate (North), Kensington",660,1697.500005537087,637.0621212121213,manresa road chelsea to queens gate north kensington,1
"Gloucester Road (North), Kensington to Harcourt Terrace, West Brompton",660,1135.4216446847947,635.489393939394,gloucester road north kensington to harcourt terrace west brompton,1
"Lindfield Street, Poplar to Westferry Circus, Canary Wharf",660,1028.4266068444545,745.49696969697,lindfield street poplar to westferry circus canary wharf,2
"Charlotte Street, Fitzrovia to Bath Street, St. Luke's",660,3187.999733028123,1015.5696969696968,charlotte street fitzrovia to bath street st lukes,2
"Curlew Street, Shad Thames to Lambeth Palace Road, Waterloo",660,2947.6913501473955,1178.6666666666663,curlew street shad thames to lambeth palace road waterloo,2
"Union Street, The Borough to Southwark Station 1, Southwark",660,473.2964456501962,452.660606060606,union street the borough to southwark station  southwark,2
"Mostyn Grove, Bow to Braham Street, Aldgate",660,3786.2053576709577,1145.9863636363634,mostyn grove bow to braham street aldgate,2
"Eastbourne Mews, Paddington to Buckingham Gate, Westminster",660,3484.5850743496203,1313.313636363636,eastbourne mews paddington to buckingham gate westminster,0
"Waterloo Station 1, Waterloo to Charles II Street, West End",660,1345.4192394192307,1316.0909090909092,waterloo station  waterloo to charles ii street west end,2
"Hyde Park Corner, Hyde Park to Cadogan Place, Knightsbridge",660,994.1438130365976,1947.416666666667,hyde park corner hyde park to cadogan place knightsbridge,0
"Hatton Garden, Holborn to Finsbury Square , Moorgate",660,1567.5809277818537,526.3409090909093,hatton garden holborn to finsbury square  moorgate,2
"Kennington Cross, Kennington to Abbey Orchard Street, Westminster",660,1757.9001205998989,646.7454545454548,kennington cross kennington to abbey orchard street westminster,2
"Crisp Road, Hammersmith to Shepherd's Bush Road North, Shepherd's Bush",660,1529.0451764764016,1201.7924242424244,crisp road hammersmith to shepherds bush road north shepherds bush,0
"St Mary's Hospital, Paddington to Belgrove Street , King's Cross",660,3490.203826513285,1055.7272727272723,st marys hospital paddington to belgrove street  kings cross,2
"Phillimore Gardens, Kensington to Princedale Road , Holland Park",660,1073.3420313338827,1091.0181818181818,phillimore gardens kensington to princedale road  holland park,1
"Lexham Gardens, Kensington to Shepherd's Bush Road North, Shepherd's Bush",660,2195.9672736862863,839.7424242424241,lexham gardens kensington to shepherds bush road north shepherds bush,1
"Brushfield Street, Liverpool Street to Swan Street, The Borough",660,2271.03568102393,830.5939393939391,brushfield street liverpool street to swan street the borough,2
"The Tennis Courts, The Regent's Park to Foley Street, Fitzrovia",660,1131.0681805969075,937.7272727272727,the tennis courts the regents park to foley street fitzrovia,0
"Usk Road, Clapham Junction to Queen's Circus, Battersea Park",660,2749.466884561937,1833.0181818181825,usk road clapham junction to queens circus battersea park,0
"Regent's Row , Haggerston to Fanshaw Street, Hoxton",660,1593.0319141034377,789.636363636364,regents row  haggerston to fanshaw street hoxton,2
"Mile End Stadium, Mile End to Antill Road, Mile End",659,1091.2497730793734,756.2959028831564,mile end stadium mile end to antill road mile end,0
"Belgrove Street , King's Cross to Cadogan Gardens, Chelsea",659,4804.452644774911,1801.7723823975723,belgrove street  kings cross to cadogan gardens chelsea,2
"Ashley Place, Victoria to Millbank Tower, Pimlico",659,1159.3580128943054,653.6145675265554,ashley place victoria to millbank tower pimlico,2
"Culvert Road, Battersea to Vauxhall Cross, Vauxhall",659,2839.023230030185,835.485584218513,culvert road battersea to vauxhall cross vauxhall,0
"LSBU (Borough Road), Elephant & Castle to Bermondsey Street, Bermondsey",659,1493.294972098385,610.4142640364188,lsbu borough road elephant  castle to bermondsey street bermondsey,2
"Dorset Square, Marylebone to Frampton Street, Paddington",659,972.4343149401886,593.5113808801217,dorset square marylebone to frampton street paddington,2
"Poured Lines, Bankside to Baylis Road, Waterloo",659,783.9052715933886,803.4522003034904,poured lines bankside to baylis road waterloo,0
"Godliman Street, St. Paul's to Cheapside, Bank",659,459.8405923691123,566.928679817906,godliman street st pauls to cheapside bank,2
"Harrington Square 1, Camden Town to Soho Square , Soho",659,1990.58296057462,1379.9984825493173,harrington square  camden town to soho square  soho,2
"Brushfield Street, Liverpool Street to Lambeth Road, Vauxhall",659,3784.3691607242463,1241.4430955993926,brushfield street liverpool street to lambeth road vauxhall,2
"Lee Valley VeloPark, Queen Elizabeth Olympic Park to Victoria Park Road, Hackney Central",659,3023.2722044488173,2355.0925644916542,lee valley velopark queen elizabeth olympic park to victoria park road hackney central,0
"Bricklayers Arms, Borough to Brushfield Street, Liverpool Street",659,2690.311386730011,1042.649468892261,bricklayers arms borough to brushfield street liverpool street,2
"New Inn Yard, Shoreditch to Sadlers Sports Centre, Finsbury",659,1400.8781616323122,581.2746585735962,new inn yard shoreditch to sadlers sports centre finsbury,2
"Scala Street, Fitzrovia to Boston Place, Marylebone",659,1839.5680917177065,668.2488619119877,scala street fitzrovia to boston place marylebone,2
"Tower Gardens , Tower to Drury Lane, Covent Garden",659,3288.4250924355147,1762.088012139605,tower gardens  tower to drury lane covent garden,2
"Westferry Circus, Canary Wharf to Jubilee Crescent, Cubitt Town",659,1959.18985780581,1064.0166919575113,westferry circus canary wharf to jubilee crescent cubitt town,0
"Bonner Gate, Victoria Park to Stepney Green Station, Stepney",659,1296.9264103515134,715.9939301972688,bonner gate victoria park to stepney green station stepney,0
"Central House, Aldgate to Shadwell Station, Shadwell",659,1010.1490130437604,667.4370257966617,central house aldgate to shadwell station shadwell,2
"Sopwith Way, Battersea Park to Simpson Street, Clapham Junction",659,1886.093758008828,912.5902883156299,sopwith way battersea park to simpson street clapham junction,0
"Belgrave Road, Victoria to Ormonde Gate, Chelsea",659,1352.7093977867785,535.701062215478,belgrave road victoria to ormonde gate chelsea,0
"Sopwith Way, Battersea Park to Vicarage Crescent, Battersea",659,2097.006703587165,1147.1790591805766,sopwith way battersea park to vicarage crescent battersea,0
"Westbridge Road, Battersea to Derry Street, Kensington",659,3012.3503933048896,1126.1972685887706,westbridge road battersea to derry street kensington,1
"Drury Lane, Covent Garden to Tower Gardens , Tower",659,3288.4250924355147,2712.1138088012135,drury lane covent garden to tower gardens  tower,2
"Finlay Street, Fulham to Greyhound Road, Hammersmith",659,1025.4787808574963,996.7556904400612,finlay street fulham to greyhound road hammersmith,0
"Gower Place , Euston to Bayley Street , Bloomsbury",659,769.5351195337857,392.15326251896823,gower place  euston to bayley street  bloomsbury,2
"Bankside Mix, Bankside to Houghton Street, Strand",659,1438.4181973206337,736.4795144157814,bankside mix bankside to houghton street strand,2
"New Cavendish Street, Marylebone to Great Russell Street, Bloomsbury",659,1401.9360415059332,705.3763277693475,new cavendish street marylebone to great russell street bloomsbury,2
"Tysoe Street, Clerkenwell to Charlotte Terrace, Angel",659,1131.9108065835285,905.3019726858877,tysoe street clerkenwell to charlotte terrace angel,2
"Somerset House, Strand to Wapping High Street, Wapping",659,3481.5559303242007,1480.7496206373298,somerset house strand to wapping high street wapping,2
"Vauxhall Cross, Vauxhall to Moor Street, Soho",659,3094.8729150413697,1319.5902883156296,vauxhall cross vauxhall to moor street soho,2
"Duke Street Hill, London Bridge to Worship Street, Shoreditch",659,1788.5869482657956,745.6752655538696,duke street hill london bridge to worship street shoreditch,2
"Kensington Church Street, Kensington to Whiteley's, Bayswater",659,844.2998506289208,692.1911987860391,kensington church street kensington to whiteleys bayswater,1
"Lightermans Road, Millwall to Lancaster Drive, Blackwall",659,931.2241137504191,587.9317147192716,lightermans road millwall to lancaster drive blackwall,0
"Hawley Crescent, Camden Town to New Cavendish Street, Marylebone",659,2450.37939907674,858.3323216995448,hawley crescent camden town to new cavendish street marylebone,2
"Charles II Street, West End to Westminster Pier, Westminster",659,954.7800105561672,1551.7147192716243,charles ii street west end to westminster pier westminster,2
"North Wharf Road, Paddington to Prince Albert Road, The Regent's Park",659,2209.364101426855,1260.3626707132016,north wharf road paddington to prince albert road the regents park,0
"Lots Road, West Chelsea to Cadogan Gardens, Chelsea",659,1951.0061635059983,937.9317147192717,lots road west chelsea to cadogan gardens chelsea,0
"Palace Gardens Terrace, Notting Hill to Ilchester Gardens, Bayswater",659,468.46697954289453,959.9317147192717,palace gardens terrace notting hill to ilchester gardens bayswater,0
"Kennington Cross, Kennington to Godliman Street, St. Paul's",659,2752.845826750036,1035.9984825493175,kennington cross kennington to godliman street st pauls,2
"Godliman Street, St. Paul's to Belvedere Road, South Bank",659,1286.9048376073629,646.7071320182097,godliman street st pauls to belvedere road south bank,2
"Wandsworth Town Station, Wandsworth to Falcon Road, Clapham Junction",659,1378.1060228474644,845.3566009104705,wandsworth town station wandsworth to falcon road clapham junction,0
"Sirdar Road, Avondale to Blenheim Crescent, Ladbroke Grove",659,624.550311792986,642.8194233687403,sirdar road avondale to blenheim crescent ladbroke grove,0
"Moorfields, Moorgate to Queen Victoria Street, St. Paul's",659,1012.9414203197392,585.2625189681331,moorfields moorgate to queen victoria street st pauls,2
"Gloucester Road (North), Kensington to Holy Trinity Brompton, Knightsbridge",659,1037.1721862985776,805.87253414264,gloucester road north kensington to holy trinity brompton knightsbridge,1
"Blenheim Crescent, Ladbroke Grove to Hansard Mews, Holland Park",659,1353.4253849928468,664.4734446130503,blenheim crescent ladbroke grove to hansard mews holland park,0
"Bayswater Road, Hyde Park to Northumberland Avenue, Strand",659,3556.0884028539767,2579.650986342945,bayswater road hyde park to northumberland avenue strand,0
"Imperial Wharf Station, Sands End to St. James's Square, St. James's",659,4956.326475810168,1470.6767830045524,imperial wharf station sands end to st jamess square st jamess,2
"Barbican Centre, Barbican to Eagle Wharf Road, Hoxton",659,1504.3135681305855,568.8861911987863,barbican centre barbican to eagle wharf road hoxton,0
"Fournier Street, Whitechapel to Durant Street, Bethnal Green",659,1204.7335213192366,626.6267071320183,fournier street whitechapel to durant street bethnal green,2
"Eastbourne Mews, Paddington to Marylebone Lane, Marylebone",659,2155.055570631446,876.701062215478,eastbourne mews paddington to marylebone lane marylebone,2
"Finlay Street, Fulham to Stephendale Road, Sands End",659,2014.8718250862096,941.2701062215477,finlay street fulham to stephendale road sands end,0
"Eel Brook Common, Walham Green to The Vale, Chelsea",659,1604.3483952424845,842.289833080425,eel brook common walham green to the vale chelsea,0
"Pont Street, Knightsbridge to Royal Avenue 2, Chelsea",659,761.1714393452113,760.9590288315632,pont street knightsbridge to royal avenue  chelsea,0
"Nutford Place, Marylebone to George Place Mews, Marylebone",659,427.1649148782315,682.5053110773899,nutford place marylebone to george place mews marylebone,2
"Panton Street, West End to Waterloo Place, St. James's",659,334.7439747141005,2153.163884673748,panton street west end to waterloo place st jamess,2
"Good's Way, King's Cross to Howland Street, Fitzrovia",659,1800.3847316470262,833.0591805766313,goods way kings cross to howland street fitzrovia,2
"Spindrift Avenue, Millwall to Lightermans Road, Millwall",659,889.7224616425651,4687.027314112289,spindrift avenue millwall to lightermans road millwall,0
"Moorfields, Moorgate to Stamford Street, South Bank",658,2204.109268066504,852.5288753799388,moorfields moorgate to stamford street south bank,2
"Stepney Green Station, Stepney to Hop Exchange, The Borough",658,3664.141296441122,1370.9316109422489,stepney green station stepney to hop exchange the borough,0
"Courland Grove, Wandsworth Road to Clarence Walk, Stockwell",658,429.2725598565849,2053.066869300914,courland grove wandsworth road to clarence walk stockwell,0
"Southampton Place, Holborn to Wells Street, Fitzrovia",658,1158.9729763413527,927.325227963526,southampton place holborn to wells street fitzrovia,2
"Claverton Street, Pimlico to Whitehall Place, Strand",658,2624.7508907883157,1084.9893617021278,claverton street pimlico to whitehall place strand,2
"East Road, Hoxton to Eagle Wharf Road, Hoxton",658,670.9692102925399,408.1185410334347,east road hoxton to eagle wharf road hoxton,0
"One Tower Bridge, Bermondsey to Cheapside, Bank",658,2547.000267272515,899.2112462006079,one tower bridge bermondsey to cheapside bank,2
"Long Lane , Bermondsey to Horseferry Road, Westminster",658,3136.710844211806,928.9179331306992,long lane  bermondsey to horseferry road westminster,0
"Gunmakers Lane, Old Ford to Twig Folly Bridge, Mile End",658,843.0514865994425,1212.7279635258358,gunmakers lane old ford to twig folly bridge mile end,0
"Victoria Rise, Clapham Common to St. John's Road, Clapham Junction",658,1423.8341578089764,980.4255319148938,victoria rise clapham common to st johns road clapham junction,0
"Victoria & Albert Museum, South Kensington to Green Park Station, Mayfair",658,2404.0032539824515,1705.696048632219,victoria  albert museum south kensington to green park station mayfair,1
"Charing Cross Hospital, Hammersmith to Shepherd's Bush Road North, Shepherd's Bush",658,1618.6938133055949,759.2720364741643,charing cross hospital hammersmith to shepherds bush road north shepherds bush,0
"Abingdon Green, Westminster to Panton Street, West End",658,1388.2550622373394,1800.0683890577504,abingdon green westminster to panton street west end,0
"Shoreditch High Street, Shoreditch to Wenlock Road , Hoxton",658,1205.725270486916,814.3328267477208,shoreditch high street shoreditch to wenlock road  hoxton,2
"Bayswater Road, Hyde Park to Eaton Square, Belgravia",658,2361.1033424545585,917.7082066869302,bayswater road hyde park to eaton square belgravia,0
"Howland Street, Fitzrovia to Exhibition Road, Knightsbridge",658,3397.2590282252527,1363.4848024316111,howland street fitzrovia to exhibition road knightsbridge,2
"Brunswick Square, Bloomsbury to Ossulston Street, Somers Town",658,716.5298317146982,542.2097264437689,brunswick square bloomsbury to ossulston street somers town,2
"Stephendale Road, Sands End to Royal Avenue 2, Chelsea",658,3106.5374652794353,1090.8860182370815,stephendale road sands end to royal avenue  chelsea,0
"Westfield Ariel Way, White City to Bevington Road West, North Kensington",658,1703.3493439879942,1339.3373860182364,westfield ariel way white city to bevington road west north kensington,1
"Tachbrook Street, Victoria to Albert Embankment, Vauxhall",658,1093.1346535814812,589.3966565349543,tachbrook street victoria to albert embankment vauxhall,0
"Sedding Street, Sloane Square to Royal Avenue 1, Chelsea",658,539.0236333835037,780.5273556231001,sedding street sloane square to royal avenue  chelsea,2
"Wellington Road, St. John's Wood to Portland Place, Marylebone",658,2334.614053842456,907.8419452887535,wellington road st johns wood to portland place marylebone,2
"Upper Bank Street, Canary Wharf to St. Katharine's Way, Tower",658,3670.5890384204504,1915.884498480243,upper bank street canary wharf to st katharines way tower,2
"South Kensington Station, South Kensington to Harriet Street, Knightsbridge",658,1197.2415334486775,1020.6899696048628,south kensington station south kensington to harriet street knightsbridge,1
"Hinde Street, Marylebone to North Wharf Road, Paddington",658,1722.2082943586424,762.1382978723399,hinde street marylebone to north wharf road paddington,2
"Hartington Road, Stockwell to South Lambeth Road, Vauxhall",658,457.8986912876558,2210.747720364743,hartington road stockwell to south lambeth road vauxhall,0
"Philpot Street, Whitechapel to Bell Lane, Liverpool Street",658,1216.422792350202,635.6003039513673,philpot street whitechapel to bell lane liverpool street,2
"Thurtle road, Haggerston to Christopher Street, Liverpool Street",658,1739.4489613586718,551.2097264437691,thurtle road haggerston to christopher street liverpool street,2
"Hawley Crescent, Camden Town to Doric Way , Somers Town",658,1553.142780014455,765.3115501519759,hawley crescent camden town to doric way  somers town,2
"Queen's Gate, Kensington Gardens to Lancaster Gate , Bayswater",658,1105.1945988010357,2121.974164133738,queens gate kensington gardens to lancaster gate  bayswater,1
"Gloucester Road (North), Kensington to Ilchester Gardens, Bayswater",658,1687.682608814387,656.8480243161092,gloucester road north kensington to ilchester gardens bayswater,1
"Chesilton Road, Fulham to Crabtree Lane, Fulham",658,1232.6410220444654,745.7279635258359,chesilton road fulham to crabtree lane fulham,0
"Norton Folgate, Liverpool Street to Eagle Wharf Road, Hoxton",658,1700.3834912972295,756.0972644376899,norton folgate liverpool street to eagle wharf road hoxton,2
"Westfield Library Corner, Shepherd's Bush to Hammersmith Town Hall, Hammersmith",658,7889.651517062857,2277.8890577507595,westfield library corner shepherds bush to hammersmith town hall hammersmith,0
"Queen Mary's, Mile End to Watney Market, Stepney",658,1350.759815710099,769.7431610942251,queen marys mile end to watney market stepney,0
"Crosswall, Tower to Snow Hill, Farringdon",658,1940.52936789479,688.9361702127658,crosswall tower to snow hill farringdon,2
"Blackfriars Road, Southwark to Bermondsey Street, Bermondsey",658,1798.5896740092303,808.0075987841941,blackfriars road southwark to bermondsey street bermondsey,2
"Vauxhall Cross, Vauxhall to Bankside Mix, Bankside",658,2778.9808609864344,1079.0136778115498,vauxhall cross vauxhall to bankside mix bankside,0
"Castlehaven Road, Camden Town to Wellington Road, St. John's Wood",658,2131.9209275396593,2077.6443768996965,castlehaven road camden town to wellington road st johns wood,0
"Buckingham Gate, Westminster to Black Prince Road, Vauxhall",658,1675.542791912912,607.6580547112462,buckingham gate westminster to black prince road vauxhall,0
"Battersea Power Station, Battersea Park to Imperial Wharf Station, Sands End",657,2644.612195622356,1356.260273972603,battersea power station battersea park to imperial wharf station sands end,0
"Newgate Street , St. Paul's to Waterloo Road, South Bank",657,1528.8479701428212,625.0730593607306,newgate street  st pauls to waterloo road south bank,2
"Queensway, Kensington Gardens to Old Quebec Street, Marylebone",657,2071.4761163743333,1265.844748858448,queensway kensington gardens to old quebec street marylebone,1
