country,food_category,consumption,co2_emmission,Cluster
Czech Republic,Lamb & Goat,0.3399999999999999,11.91,0
Czech Republic,Fish,8.25,13.17,0
Czech Republic,Eggs,11.66,10.71,0
Czech Republic,Milk - inc. cheese,195.2,278.04,0
Czech Republic,Wheat and Wheat Products,92.67,17.67,0
Czech Republic,Rice,4.79,6.13,0
Czech Republic,Soybeans,0.8200000000000001,0.37,0
Czech Republic,Nuts inc. Peanut Butter,2.47,4.37,0
Romania,Pork,25.31,89.58,0
Romania,Poultry,15.38,16.52,0
Romania,Beef,4.78,147.5,0
Romania,Lamb & Goat,3.4099999999999997,119.42,0
Romania,Fish,6.07,9.69,0
Romania,Eggs,12.94,11.89,0
Romania,Milk - inc. cheese,238.33,339.47999999999996,0
Romania,Wheat and Wheat Products,134.87,25.72,0
Romania,Rice,2.59,3.3099999999999996,0
Romania,Soybeans,0.01,0.0,0
Romania,Nuts inc. Peanut Butter,1.8,3.19,0
Colombia,Pork,6.51,23.04,2
Colombia,Poultry,27.57,29.62,2
Colombia,Beef,16.36,504.84,2
Colombia,Lamb & Goat,0.21,7.35,2
Colombia,Fish,6.01,9.6,2
Colombia,Eggs,10.78,9.9,2
Colombia,Milk - inc. cheese,108.47,154.5,2
Colombia,Wheat and Wheat Products,29.79,5.68,2
Colombia,Rice,28.02,35.86,2
Colombia,Soybeans,0.89,0.4,2
Colombia,Nuts inc. Peanut Butter,0.42,0.74,2
Maldives,Pork,1.22,4.319999999999999,0
Maldives,Poultry,18.47,19.84,0
Maldives,Beef,9.44,291.3,0
Maldives,Lamb & Goat,0.7,24.51,0
Maldives,Fish,179.70999999999998,286.94,0
Maldives,Eggs,10.79,9.91,0
Maldives,Milk - inc. cheese,111.47,158.78,0
Maldives,Wheat and Wheat Products,77.77,14.83,0
Maldives,Rice,50.73,64.92,0
Maldives,Soybeans,0.2,0.09,0
Maldives,Nuts inc. Peanut Butter,15.83,28.02,0
Cyprus,Pork,38.379999999999995,135.85000000000002,0
Cyprus,Poultry,24.45,26.26,0
Cyprus,Beef,5.79,178.67,0
Cyprus,Lamb & Goat,5.05,176.85000000000002,0
Cyprus,Fish,14.86,23.73,0
Cyprus,Eggs,8.98,8.25,0
Cyprus,Milk - inc. cheese,113.31,161.4,0
Cyprus,Wheat and Wheat Products,83.25,15.88,0
Cyprus,Rice,4.94,6.319999999999999,0
Cyprus,Soybeans,0.04,0.02,0
Cyprus,Nuts inc. Peanut Butter,4.6,8.139999999999999,0
Serbia,Pork,32.04,113.41,0
Serbia,Poultry,10.64,11.43,0
Serbia,Beef,7.05,217.55,0
Serbia,Lamb & Goat,3.56,124.67,0
Serbia,Fish,5.59,8.93,0
Serbia,Eggs,8.89,8.17,0
Serbia,Milk - inc. cheese,148.53,211.57,0
Serbia,Wheat and Wheat Products,105.88,20.19,0
Serbia,Rice,1.22,1.56,0
Serbia,Soybeans,0.0,0.0,0
Serbia,Nuts inc. Peanut Butter,3.3099999999999996,5.859999999999999,0
United Arab Emirates,Pork,0.0,0.0,0
United Arab Emirates,Poultry,41.04,44.09,0
United Arab Emirates,Beef,5.64,174.04,0
United Arab Emirates,Lamb & Goat,9.08,317.97999999999996,0
United Arab Emirates,Fish,20.41,32.59,0
United Arab Emirates,Eggs,8.229999999999999,7.56,0
United Arab Emirates,Milk - inc. cheese,132.66,188.96,0
United Arab Emirates,Wheat and Wheat Products,101.29,19.32,0
United Arab Emirates,Rice,56.25,71.98,0
United Arab Emirates,Soybeans,0.08,0.04,0
United Arab Emirates,Nuts inc. Peanut Butter,23.03,40.760000000000005,0
Algeria,Pork,0.0,0.0,0
Algeria,Poultry,7.42,7.970000000000001,0
Algeria,Beef,5.6,172.8,0
Algeria,Lamb & Goat,7.69,269.3,0
Algeria,Fish,3.74,5.970000000000001,0
Algeria,Eggs,8.06,7.4,0
Algeria,Milk - inc. cheese,141.53,201.6,0
Algeria,Wheat and Wheat Products,185.42,35.36,0
Algeria,Rice,2.97,3.8,0
Algeria,Soybeans,0.0,0.0,0
Algeria,Nuts inc. Peanut Butter,2.08,3.68,0
Ukraine,Pork,20.56,72.77,0
Ukraine,Poultry,24.23,26.03,0
Ukraine,Beef,8.96,276.48999999999995,0
Ukraine,Lamb & Goat,0.41,14.36,0
Ukraine,Fish,15.23,24.32,0
Ukraine,Eggs,18.01,16.54,0
Ukraine,Milk - inc. cheese,145.03,206.58,0
Ukraine,Wheat and Wheat Products,105.15,20.05,0
Ukraine,Rice,3.0,3.84,0
Ukraine,Soybeans,0.02,0.01,0
Ukraine,Nuts inc. Peanut Butter,2.68,4.74,0
Pakistan,Pork,0.0,0.0,0
Pakistan,Poultry,5.01,5.38,0
Pakistan,Beef,8.82,272.17,0
Pakistan,Lamb & Goat,2.46,86.14999999999999,0
Pakistan,Fish,1.87,2.99,0
Pakistan,Eggs,2.9499999999999997,2.71,0
Pakistan,Milk - inc. cheese,183.13,260.85,0
Pakistan,Wheat and Wheat Products,113.63,21.67,0
Pakistan,Rice,12.25,15.68,0
Pakistan,Soybeans,0.0,0.0,0
Pakistan,Nuts inc. Peanut Butter,0.8300000000000001,1.47,0
Swaziland,Pork,2.4299999999999997,8.6,0
Swaziland,Poultry,6.18,6.64,0
Swaziland,Beef,15.1,465.95,0
Swaziland,Lamb & Goat,1.94,67.94000000000001,0
Swaziland,Fish,1.26,2.01,0
Swaziland,Eggs,1.5,1.38,0
Swaziland,Milk - inc. cheese,56.6,80.61999999999999,0
Swaziland,Wheat and Wheat Products,37.15,7.08,0
Swaziland,Rice,21.15,27.07,0
Swaziland,Soybeans,0.55,0.25,0
Swaziland,Nuts inc. Peanut Butter,6.44,11.4,0
Latvia,Pork,34.96,123.74,0
Latvia,Poultry,20.53,22.05,0
Latvia,Beef,5.109999999999999,157.68,0
Latvia,Lamb & Goat,0.3399999999999999,11.91,0
Latvia,Fish,21.3,34.01,0
Latvia,Eggs,14.03,12.89,0
Latvia,Milk - inc. cheese,174.11,248.0,0
Latvia,Wheat and Wheat Products,72.13,13.76,0
Latvia,Rice,2.21,2.8299999999999996,0
Latvia,Soybeans,0.04,0.02,0
Latvia,Nuts inc. Peanut Butter,3.78,6.6899999999999995,0
Bosnia and Herzegovina,Pork,9.38,33.2,0
Bosnia and Herzegovina,Poultry,13.17,14.15,0
Bosnia and Herzegovina,Beef,9.12,281.41999999999996,0
Bosnia and Herzegovina,Lamb & Goat,0.47,16.459999999999997,0
Bosnia and Herzegovina,Fish,4.06,6.48,0
Bosnia and Herzegovina,Eggs,4.49,4.119999999999999,0
Bosnia and Herzegovina,Milk - inc. cheese,174.03,247.89,0
Bosnia and Herzegovina,Wheat and Wheat Products,93.56,17.84,0
Bosnia and Herzegovina,Rice,1.88,2.4099999999999997,0
Bosnia and Herzegovina,Soybeans,1.48,0.6699999999999999,0
Bosnia and Herzegovina,Nuts inc. Peanut Butter,2.0,3.54,0
Fiji,Pork,4.31,15.26,0
Fiji,Poultry,20.26,21.76,0
Fiji,Beef,8.96,276.48999999999995,0
Fiji,Lamb & Goat,5.9,206.62,0
Fiji,Fish,35.01,55.9,0
Fiji,Eggs,6.44,5.92,0
Fiji,Milk - inc. cheese,40.2,57.260000000000005,0
Fiji,Wheat and Wheat Products,84.22,16.06,0
Fiji,Rice,45.620000000000005,58.379999999999995,0
Fiji,Soybeans,0.3,0.14,0
Fiji,Nuts inc. Peanut Butter,1.3,2.3,0
South Korea,Pork,32.760000000000005,115.95,1
South Korea,Poultry,16.0,17.19,1
South Korea,Beef,14.53,448.37,1
South Korea,Lamb & Goat,0.14,4.9,1
South Korea,Fish,33.09,52.83,1
South Korea,Eggs,11.239999999999998,10.33,1
South Korea,Milk - inc. cheese,29.05,41.379999999999995,1
South Korea,Wheat and Wheat Products,50.84,9.7,1
South Korea,Rice,85.17999999999999,109.0,1
South Korea,Soybeans,8.350000000000001,3.76,1
South Korea,Nuts inc. Peanut Butter,4.88,8.639999999999999,1
Poland,Pork,46.190000000000005,163.49,0
Poland,Poultry,27.41,29.44,0
Poland,Beef,2.32,71.59,0
Poland,Lamb & Goat,0.02,0.7,0
Poland,Fish,10.49,16.75,0
Poland,Eggs,7.53,6.92,0
Poland,Milk - inc. cheese,205.39,292.56,0
Poland,Wheat and Wheat Products,108.83,20.75,0
Poland,Rice,0.95,1.22,0
Poland,Soybeans,0.06,0.03,0
Poland,Nuts inc. Peanut Butter,2.23,3.95,0
Saudi Arabia,Pork,0.0,0.0,0
Saudi Arabia,Poultry,49.05,52.690000000000005,0
Saudi Arabia,Beef,6.45,199.03,0
Saudi Arabia,Lamb & Goat,6.54,229.03,0
Saudi Arabia,Fish,11.99,19.14,0
Saudi Arabia,Eggs,5.37,4.930000000000001,0
Saudi Arabia,Milk - inc. cheese,83.64999999999999,119.15,0
Saudi Arabia,Wheat and Wheat Products,89.47,17.06,0
Saudi Arabia,Rice,36.02,46.09,0
Saudi Arabia,Soybeans,0.05,0.02,0
Saudi Arabia,Nuts inc. Peanut Butter,3.23,5.72,0
Botswana,Pork,0.74,2.62,0
Botswana,Poultry,5.33,5.73,0
Botswana,Beef,7.85,242.23,0
Botswana,Lamb & Goat,3.76,131.67,0
Botswana,Fish,3.98,6.35,0
Botswana,Eggs,1.95,1.79,0
Botswana,Milk - inc. cheese,117.74,167.70999999999998,0
Botswana,Wheat and Wheat Products,38.2,7.28,0
Botswana,Rice,7.06,9.03,0
Botswana,Soybeans,1.16,0.52,0
Botswana,Nuts inc. Peanut Butter,1.08,1.91,0
Macedonia,Pork,10.35,36.63,0
Macedonia,Poultry,18.77,20.16,0
Macedonia,Beef,7.69,237.3,0
Macedonia,Lamb & Goat,0.94,32.92,0
Macedonia,Fish,5.470000000000001,8.729999999999999,0
Macedonia,Eggs,6.38,5.859999999999999,0
Macedonia,Milk - inc. cheese,157.93,224.96,0
Macedonia,Wheat and Wheat Products,104.8,19.99,0
Macedonia,Rice,2.8099999999999996,3.6,0
Macedonia,Soybeans,0.46,0.21,0
Macedonia,Nuts inc. Peanut Butter,5.87,10.39,0
Hungary,Pork,34.93,123.63,0
Hungary,Poultry,23.78,25.54,0
Hungary,Beef,4.96,153.06,0
Hungary,Lamb & Goat,0.11,3.85,0
Hungary,Fish,4.930000000000001,7.87,0
Hungary,Eggs,12.45,11.44,0
Hungary,Milk - inc. cheese,159.05,226.55,0
Hungary,Wheat and Wheat Products,109.98,20.97,0
Hungary,Rice,2.15,2.75,0
Hungary,Soybeans,0.01,0.0,0
Hungary,Nuts inc. Peanut Butter,0.64,1.13,0
Trinidad and Tobago,Pork,8.92,31.57,0
Trinidad and Tobago,Poultry,58.27,62.59,0
Trinidad and Tobago,Beef,6.13,189.16,0
Trinidad and Tobago,Lamb & Goat,2.79,97.71,0
Trinidad and Tobago,Fish,20.54,32.8,0
Trinidad and Tobago,Eggs,4.2,3.86,0
Trinidad and Tobago,Milk - inc. cheese,103.8,147.85000000000002,0
Trinidad and Tobago,Wheat and Wheat Products,90.17,17.2,0
Trinidad and Tobago,Rice,16.38,20.959999999999997,0
Trinidad and Tobago,Soybeans,0.04,0.02,0
Trinidad and Tobago,Nuts inc. Peanut Butter,3.78,6.6899999999999995,0
Tunisia,Pork,0.0,0.0,0
Tunisia,Poultry,18.5,19.87,0
Tunisia,Beef,5.53,170.64,0
Tunisia,Lamb & Goat,5.34,187.01,0
Tunisia,Fish,12.63,20.17,0
Tunisia,Eggs,7.67,7.05,0
Tunisia,Milk - inc. cheese,114.47,163.05,0
Tunisia,Wheat and Wheat Products,197.5,37.66,0
Tunisia,Rice,1.07,1.37,0
Tunisia,Soybeans,1.88,0.8500000000000001,0
Tunisia,Nuts inc. Peanut Butter,6.34,11.22,0
Egypt,Pork,0.02,0.07,0
Egypt,Poultry,14.43,15.5,0
Egypt,Beef,12.88,397.45,0
Egypt,Lamb & Goat,1.58,55.33,0
Egypt,Fish,21.459999999999997,34.260000000000005,0
Egypt,Eggs,4.59,4.22,0
Egypt,Milk - inc. cheese,59.46,84.69,0
Egypt,Wheat and Wheat Products,146.83,28.0,0
Egypt,Rice,39.77,50.89,0
Egypt,Soybeans,0.64,0.29,0
Egypt,Nuts inc. Peanut Butter,1.82,3.22,0
Mauritius,Pork,4.08,14.44,0
Mauritius,Poultry,38.51,41.37,0
Mauritius,Beef,5.99,184.84,0
Mauritius,Lamb & Goat,4.08,142.88000000000002,0
Mauritius,Fish,19.66,31.39,0
Mauritius,Eggs,6.319999999999999,5.81,0
Mauritius,Milk - inc. cheese,117.27,167.04,0
Mauritius,Wheat and Wheat Products,114.02,21.74,0
Mauritius,Rice,45.56,58.3,0
Mauritius,Soybeans,0.3,0.14,0
Mauritius,Nuts inc. Peanut Butter,2.3299999999999996,4.119999999999999,0
Bulgaria,Pork,26.26,92.95,0
Bulgaria,Poultry,20.68,22.21,0
Bulgaria,Beef,3.84,118.49,0
Bulgaria,Lamb & Goat,1.63,57.08,0
Bulgaria,Fish,6.24,9.96,0
Bulgaria,Eggs,8.360000000000001,7.68,0
Bulgaria,Milk - inc. cheese,155.70999999999998,221.79,0
Bulgaria,Wheat and Wheat Products,121.17,23.110000000000003,0
Bulgaria,Rice,2.24,2.8699999999999997,0
Bulgaria,Soybeans,0.04,0.02,0
Bulgaria,Nuts inc. Peanut Butter,2.26,4.0,0
Morocco,Pork,0.01,0.04,0
Morocco,Poultry,20.77,22.31,0
Morocco,Beef,8.04,248.1,0
Morocco,Lamb & Goat,4.359999999999999,152.69,0
Morocco,Fish,17.439999999999998,27.85,0
Morocco,Eggs,6.68,6.14,0
Morocco,Milk - inc. cheese,54.68,77.89,0
Morocco,Wheat and Wheat Products,179.7,34.27,0
Morocco,Rice,1.1,1.41,0
Morocco,Soybeans,0.0,0.0,0
Morocco,Nuts inc. Peanut Butter,3.23,5.72,0
Slovakia,Pork,31.78,112.49,0
Slovakia,Poultry,15.13,16.25,0
Slovakia,Beef,5.1899999999999995,160.15,0
Slovakia,Lamb & Goat,0.16,5.6,0
Slovakia,Fish,8.39,13.4,0
Slovakia,Eggs,16.05,14.739999999999998,0
Slovakia,Milk - inc. cheese,143.14,203.89,0
Slovakia,Wheat and Wheat Products,123.62,23.57,0
Slovakia,Rice,2.88,3.69,0
Slovakia,Soybeans,0.02,0.01,0
Slovakia,Nuts inc. Peanut Butter,3.7,6.55,0
Niger,Pork,0.09,0.32,0
Niger,Poultry,1.08,1.16,0
Niger,Beef,8.97,276.8,0
Niger,Lamb & Goat,4.17,146.03,0
Niger,Fish,2.7,4.31,0
Niger,Eggs,0.3,0.28,0
Niger,Milk - inc. cheese,58.92,83.93,0
Niger,Wheat and Wheat Products,4.79,0.91,0
Niger,Rice,13.17,16.85,0
Niger,Soybeans,0.0,0.0,0
Niger,Nuts inc. Peanut Butter,6.95,12.3,0
Kenya,Pork,0.29,1.03,0
Kenya,Poultry,0.47,0.5,0
Kenya,Beef,9.54,294.38,0
Kenya,Lamb & Goat,1.86,65.14,0
Kenya,Fish,4.2700000000000005,6.819999999999999,0
Kenya,Eggs,1.84,1.6900000000000002,0
Kenya,Milk - inc. cheese,94.86,135.12,0
Kenya,Wheat and Wheat Products,34.65,6.609999999999999,0
Kenya,Rice,12.94,16.56,0
Kenya,Soybeans,0.2,0.09,0
Kenya,Nuts inc. Peanut Butter,1.64,2.9,0
Jordan,Pork,0.02,0.07,0
Jordan,Poultry,33.39,35.87,0
Jordan,Beef,5.609999999999999,173.11,0
Jordan,Lamb & Goat,5.68,198.91,0
Jordan,Fish,5.13,8.19,0
Jordan,Eggs,3.92,3.6,0
Jordan,Milk - inc. cheese,77.67999999999999,110.65,0
Jordan,Wheat and Wheat Products,136.73999999999998,26.08,0
Jordan,Rice,19.67,25.17,0
Jordan,Soybeans,0.02,0.01,0
Jordan,Nuts inc. Peanut Butter,3.56,6.3,0
Japan,Pork,20.62,72.98,0
Japan,Poultry,19.42,20.86,0
Japan,Beef,9.15,282.35,0
Japan,Lamb & Goat,0.14,4.9,0
Japan,Fish,31.1,49.66,0
Japan,Eggs,19.15,17.59,0
Japan,Milk - inc. cheese,72.06,102.64,0
Japan,Wheat and Wheat Products,45.04,8.59,0
Japan,Rice,59.849999999999994,76.59,0
Japan,Soybeans,7.34,3.3,0
Japan,Nuts inc. Peanut Butter,2.59,4.58,0
Georgia,Pork,8.93,31.610000000000003,0
Georgia,Poultry,12.28,13.19,0
Georgia,Beef,6.04,186.38,0
Georgia,Lamb & Goat,0.63,22.06,0
Georgia,Fish,10.42,16.64,0
Georgia,Eggs,6.119999999999999,5.619999999999999,0
Georgia,Milk - inc. cheese,149.26,212.61,0
Georgia,Wheat and Wheat Products,163.43,31.17,0
Georgia,Rice,2.64,3.38,0
Georgia,Soybeans,0.0,0.0,0
Georgia,Nuts inc. Peanut Butter,2.47,4.37,0
Grenada,Pork,11.52,40.78,0
Grenada,Poultry,43.51,46.74,0
Grenada,Beef,3.46,106.77,0
Grenada,Lamb & Goat,1.25,43.77,0
Grenada,Fish,27.95,44.63,0
Grenada,Eggs,10.34,9.5,0
Grenada,Milk - inc. cheese,86.88,123.75,0
Grenada,Wheat and Wheat Products,59.59,11.36,0
Grenada,Rice,9.56,12.23,0
Grenada,Soybeans,0.01,0.0,0
Grenada,Nuts inc. Peanut Butter,0.18,0.32,0
El Salvador,Pork,3.23,11.43,0
El Salvador,Poultry,19.84,21.31,0
El Salvador,Beef,5.95,183.6,0
El Salvador,Lamb & Goat,0.02,0.7,0
El Salvador,Fish,6.25,9.98,0
El Salvador,Eggs,9.51,8.739999999999998,0
El Salvador,Milk - inc. cheese,124.34,177.11,0
El Salvador,Wheat and Wheat Products,28.19,5.38,0
El Salvador,Rice,10.53,13.48,0
El Salvador,Soybeans,0.8,0.36,0
El Salvador,Nuts inc. Peanut Butter,1.1,1.95,0
Cuba,Pork,19.82,70.14999999999999,0
Cuba,Poultry,20.15,21.65,0
Cuba,Beef,6.39,197.18,0
Cuba,Lamb & Goat,1.24,43.42,0
Cuba,Fish,4.76,7.6,0
Cuba,Eggs,9.82,9.02,0
Cuba,Milk - inc. cheese,99.94,142.35000000000002,0
Cuba,Wheat and Wheat Products,54.620000000000005,10.42,0
Cuba,Rice,67.7,86.64,0
Cuba,Soybeans,6.34,2.8499999999999996,0
Cuba,Nuts inc. Peanut Butter,0.23,0.41,0
China,Pork,38.43,136.02,0
China,Poultry,13.2,14.18,0
China,Beef,5.119999999999999,157.99,0
China,Lamb & Goat,3.13,109.61,0
China,Fish,21.01,33.55,0
China,Eggs,18.76,17.23,0
China,Milk - inc. cheese,32.660000000000004,46.52,0
China,Wheat and Wheat Products,63.36,12.08,0
China,Rice,78.17999999999999,100.05,0
China,Soybeans,3.66,1.65,0
China,Nuts inc. Peanut Butter,6.39,11.31,0
Honduras,Pork,6.48,22.94,0
Honduras,Poultry,20.29,21.8,0
Honduras,Beef,7.1899999999999995,221.87,0
Honduras,Lamb & Goat,0.04,1.4,0
Honduras,Fish,2.7,4.31,0
Honduras,Eggs,5.1899999999999995,4.7700000000000005,0
Honduras,Milk - inc. cheese,91.33,130.09,0
Honduras,Wheat and Wheat Products,37.36,7.119999999999999,0
Honduras,Rice,14.42,18.45,0
Honduras,Soybeans,0.01,0.0,0
Honduras,Nuts inc. Peanut Butter,0.75,1.33,0
Taiwan. ROC,Pork,39.37,139.35000000000002,0
Taiwan. ROC,Poultry,32.13,34.51,0
Taiwan. ROC,Beef,5.21,160.76999999999998,0
Taiwan. ROC,Lamb & Goat,0.92,32.220000000000006,0
Taiwan. ROC,Fish,18.29,29.2,0
Taiwan. ROC,Eggs,13.08,12.02,0
Taiwan. ROC,Milk - inc. cheese,41.720000000000006,59.43,0
Taiwan. ROC,Wheat and Wheat Products,50.92,9.71,0
Taiwan. ROC,Rice,45.849999999999994,58.67,0
Taiwan. ROC,Soybeans,16.95,7.63,0
Taiwan. ROC,Nuts inc. Peanut Butter,9.06,16.04,0
Angola,Pork,8.89,31.47,0
Angola,Poultry,17.330000000000002,18.62,0
Angola,Beef,8.42,259.82,0
Angola,Lamb & Goat,1.08,37.82,0
Angola,Fish,15.239999999999998,24.33,0
Angola,Eggs,1.11,1.02,0
Angola,Milk - inc. cheese,12.3,17.52,0
Angola,Wheat and Wheat Products,40.720000000000006,7.77,0
Angola,Rice,8.12,10.39,0
Angola,Soybeans,0.52,0.23,0
Angola,Nuts inc. Peanut Butter,2.26,4.0,0
Jamaica,Pork,3.99,14.12,0
Jamaica,Poultry,52.51,56.41,0
Jamaica,Beef,3.97,122.51,0
Jamaica,Lamb & Goat,1.26,44.13,0
Jamaica,Fish,21.95,35.05,0
Jamaica,Eggs,2.27,2.09,0
Jamaica,Milk - inc. cheese,91.13,129.81,0
Jamaica,Wheat and Wheat Products,70.66999999999999,13.48,0
Jamaica,Rice,23.45,30.01,0
Jamaica,Soybeans,0.0,0.0,0
Jamaica,Nuts inc. Peanut Butter,1.82,3.22,0
Namibia,Pork,4.21,14.9,0
Namibia,Poultry,12.19,13.09,0
Namibia,Beef,3.75,115.72,0
Namibia,Lamb & Goat,2.27,79.5,0
Namibia,Fish,10.7,17.08,0
Namibia,Eggs,1.63,1.5,0
Namibia,Milk - inc. cheese,73.05,104.05,0
Namibia,Wheat and Wheat Products,36.260000000000005,6.91,0
Namibia,Rice,6.31,8.07,0
Namibia,Soybeans,0.07,0.03,0
Namibia,Nuts inc. Peanut Butter,0.71,1.26,0
Belize,Pork,16.8,59.46,0
Belize,Poultry,28.31,30.41,0
Belize,Beef,4.859999999999999,149.97,0
Belize,Lamb & Goat,0.14,4.9,0
Belize,Fish,7.57,12.09,0
Belize,Eggs,4.85,4.46,0
Belize,Milk - inc. cheese,80.3,114.38,0
Belize,Wheat and Wheat Products,54.06,10.31,0
Belize,Rice,28.42,36.37,0
Belize,Soybeans,1.88,0.8500000000000001,0
Belize,Nuts inc. Peanut Butter,5.58,9.88,0
Malaysia,Pork,7.76,27.47,0
Malaysia,Poultry,41.01,44.05,0
Malaysia,Beef,6.52,201.19,0
Malaysia,Lamb & Goat,0.94,32.92,0
Malaysia,Fish,49.43,78.92,0
Malaysia,Eggs,16.57,15.22,0
Malaysia,Milk - inc. cheese,25.28,36.01,0
Malaysia,Wheat and Wheat Products,51.04,9.73,0
Malaysia,Rice,81.25,103.98,0
Malaysia,Soybeans,0.04,0.02,0
Malaysia,Nuts inc. Peanut Butter,2.9,5.13,0
Zimbabwe,Pork,2.65,9.38,0
Zimbabwe,Poultry,4.970000000000001,5.34,0
Zimbabwe,Beef,7.37,227.42,0
Zimbabwe,Lamb & Goat,0.96,33.620000000000005,0
Zimbabwe,Fish,2.8,4.470000000000001,0
Zimbabwe,Eggs,1.75,1.61,0
Zimbabwe,Milk - inc. cheese,31.9,45.44,0
Zimbabwe,Wheat and Wheat Products,31.31,5.970000000000001,0
Zimbabwe,Rice,10.09,12.91,0
Zimbabwe,Soybeans,0.54,0.24,0
Zimbabwe,Nuts inc. Peanut Butter,2.22,3.93,0
Guatemala,Pork,4.85,17.17,0
Guatemala,Poultry,16.45,17.67,0
Guatemala,Beef,5.6,172.8,0
Guatemala,Lamb & Goat,0.23,8.05,0
Guatemala,Fish,1.08,1.72,0
Guatemala,Eggs,14.61,13.42,0
Guatemala,Milk - inc. cheese,46.6,66.38,0
Guatemala,Wheat and Wheat Products,35.9,6.85,0
Guatemala,Rice,5.659999999999999,7.24,0
Guatemala,Soybeans,0.32,0.14,0
Guatemala,Nuts inc. Peanut Butter,2.0,3.54,0
Uganda,Pork,3.3699999999999997,11.93,0
Uganda,Poultry,1.51,1.62,0
Uganda,Beef,5.1499999999999995,158.92000000000002,0
Uganda,Lamb & Goat,1.25,43.77,0
Uganda,Fish,12.5,19.959999999999997,0
Uganda,Eggs,0.97,0.89,0
Uganda,Milk - inc. cheese,37.27,53.09,0
Uganda,Wheat and Wheat Products,10.14,1.93,0
Uganda,Rice,4.64,5.94,0
Uganda,Soybeans,0.01,0.0,0
Uganda,Nuts inc. Peanut Butter,3.77,6.67,0
Nepal,Pork,0.6699999999999999,2.3699999999999997,0
Nepal,Poultry,1.56,1.6800000000000002,0
Nepal,Beef,7.89,243.47,0
Nepal,Lamb & Goat,2.1,73.54,0
Nepal,Fish,2.17,3.46,0
Nepal,Eggs,1.42,1.3,0
Nepal,Milk - inc. cheese,52.1,74.21000000000001,0
Nepal,Wheat and Wheat Products,50.46,9.62,0
Nepal,Rice,87.75,112.29,0
Nepal,Soybeans,0.01,0.0,0
Nepal,Nuts inc. Peanut Butter,2.42,4.28,0
Iran,Pork,0.0,0.0,0
Iran,Poultry,25.38,27.26,0
Iran,Beef,3.58,110.47,0
Iran,Lamb & Goat,3.69,129.22,0
Iran,Fish,9.8,15.65,0
Iran,Eggs,7.7,7.07,0
Iran,Milk - inc. cheese,46.690000000000005,66.51,0
Iran,Wheat and Wheat Products,153.31,29.24,0
Iran,Rice,29.95,38.33,0
Iran,Soybeans,0.0,0.0,0
Iran,Nuts inc. Peanut Butter,12.16,21.52,0
Tanzania,Pork,0.32,1.13,0
Tanzania,Poultry,1.84,1.98,0
Tanzania,Beef,6.09,187.92,0
Tanzania,Lamb & Goat,1.28,44.83,0
Tanzania,Fish,5.5,8.78,0
Tanzania,Eggs,0.58,0.53,0
Tanzania,Milk - inc. cheese,40.290000000000006,57.39,0
Tanzania,Wheat and Wheat Products,15.94,3.04,0
Tanzania,Rice,21.01,26.89,0
Tanzania,Soybeans,0.04,0.02,0
Tanzania,Nuts inc. Peanut Butter,5.94,10.51,0
Senegal,Pork,0.94,3.3299999999999996,0
Senegal,Poultry,4.619999999999999,4.96,0
Senegal,Beef,5.85,180.52,0
Senegal,Lamb & Goat,3.19,111.71,0
Senegal,Fish,22.94,36.63,0
Senegal,Eggs,1.63,1.5,0
Senegal,Milk - inc. cheese,16.86,24.02,0
Senegal,Wheat and Wheat Products,37.32,7.119999999999999,0
Senegal,Rice,72.29,92.51,0
Senegal,Soybeans,0.0,0.0,0
Senegal,Nuts inc. Peanut Butter,4.03,7.13,0
Peru,Pork,3.85,13.63,0
Peru,Poultry,11.72,12.59,0
Peru,Beef,4.6899999999999995,144.72,0
Peru,Lamb & Goat,1.0,35.02,0
Peru,Fish,15.739999999999998,25.130000000000003,0
Peru,Eggs,8.76,8.05,0
Peru,Milk - inc. cheese,62.15,88.53,0
Peru,Wheat and Wheat Products,56.120000000000005,10.7,0
Peru,Rice,48.92,62.6,0
Peru,Soybeans,1.59,0.72,0
Peru,Nuts inc. Peanut Butter,0.65,1.15,0
Nicaragua,Pork,3.38,11.96,0
Nicaragua,Poultry,21.31,22.89,0
Nicaragua,Beef,4.73,145.96,0
Nicaragua,Lamb & Goat,0.01,0.35,0
Nicaragua,Fish,3.59,5.73,0
Nicaragua,Eggs,4.9,4.5,0
Nicaragua,Milk - inc. cheese,85.16,121.3,0
Nicaragua,Wheat and Wheat Products,28.17,5.37,0
Nicaragua,Rice,43.33,55.45,0
Nicaragua,Soybeans,0.01,0.0,0
Nicaragua,Nuts inc. Peanut Butter,2.36,4.18,0
Vietnam,Pork,35.0,123.88,0
Vietnam,Poultry,12.36,13.28,0
Vietnam,Beef,7.44,229.58,0
Vietnam,Lamb & Goat,0.14,4.9,0
Vietnam,Fish,26.52,42.34,0
Vietnam,Eggs,3.84,3.53,0
Vietnam,Milk - inc. cheese,16.36,23.3,0
Vietnam,Wheat and Wheat Products,10.49,2.0,0
Vietnam,Rice,144.56,184.99,0
Vietnam,Soybeans,5.75,2.59,0
Vietnam,Nuts inc. Peanut Butter,6.28,11.12,0
Ethiopia,Pork,0.02,0.07,0
Ethiopia,Poultry,0.6599999999999999,0.71,0
Ethiopia,Beef,3.61,111.4,0
Ethiopia,Lamb & Goat,1.57,54.98,0
Ethiopia,Fish,0.24,0.38,0
