state/region,ages,year,population
ma,under18,1996,1468614.0
ma,total,1996,6179756.0
ma,under18,1998,1491652.0
ma,total,1998,6271838.0
ma,total,1997,6226058.0
ma,under18,1997,1478203.0
ma,total,1999,6317345.0
ma,under18,1999,1495818.0
ma,total,2000,6361104.0
ma,under18,2000,1501334.0
ma,total,2001,6397634.0
ma,under18,2001,1505028.0
ma,total,2002,6417206.0
ma,under18,2002,1502652.0
ma,total,2004,6412281.0
ma,under18,2004,1479541.0
ma,total,2003,6422565.0
ma,under18,2003,1493372.0
ma,total,2006,6410084.0
ma,under18,2006,1450202.0
ma,total,2005,6403290.0
ma,under18,2005,1464140.0
ma,total,2008,6468967.0
ma,under18,2008,1429727.0
ma,total,2007,6431559.0
ma,under18,2007,1439757.0
ma,under18,2013,1393946.0
ma,total,2009,6517613.0
ma,under18,2009,1422935.0
ma,total,2013,6692824.0
ma,total,2010,6563263.0
ma,under18,2010,1415962.0
ma,total,2011,6606285.0
ma,under18,2011,1407240.0
ma,under18,2012,1399417.0
ma,total,2012,6645303.0
mi,total,2012,9882519.0
mi,under18,2012,2269365.0
mi,under18,2011,2299116.0
mi,total,2011,9874589.0
mi,under18,2010,2333121.0
mi,total,2010,9876149.0
mi,total,2013,9895622.0
mi,total,2009,9901591.0
mi,under18,2009,2372603.0
mi,under18,2013,2245201.0
mi,total,2007,10001284.0
mi,under18,2007,2470063.0
mi,total,2008,9946889.0
mi,under18,2008,2418879.0
mi,total,2005,10051137.0
mi,under18,2005,2531839.0
mi,total,2006,10036081.0
mi,under18,2006,2503548.0
mi,total,2003,10041152.0
mi,under18,2003,2569080.0
mi,total,2004,10055315.0
mi,under18,2004,2553314.0
mi,total,2002,10015710.0
mi,under18,2002,2584310.0
mi,total,2001,9991120.0
mi,under18,2001,2593310.0
mi,total,2000,9952450.0
mi,under18,2000,2596114.0
mi,total,1999,9897116.0
mi,under18,1999,2591944.0
mi,total,1997,9809051.0
mi,under18,1997,2582270.0
mi,under18,1998,2586343.0
mi,total,1998,9847942.0
mi,under18,1996,2569745.0
mi,total,1996,9758645.0
mi,total,1995,9676211.0
mi,under18,1995,2556799.0
mi,under18,1992,2501765.0
mi,total,1992,9479065.0
mi,total,1993,9540114.0
mi,under18,1993,2522249.0
mi,under18,1994,2535196.0
mi,total,1994,9597737.0
mi,total,1991,9400446.0
mi,under18,1991,2484957.0
mi,under18,1990,2459633.0
mi,total,1990,9311319.0
mn,under18,1990,1176680.0
mn,total,1990,4389857.0
mn,total,1991,4440859.0
mn,under18,1991,1191207.0
mn,under18,1994,1238949.0
mn,total,1994,4610355.0
mn,total,1993,4555956.0
mn,under18,1993,1226723.0
mn,under18,1992,1213068.0
mn,total,1992,4495572.0
mn,total,1995,4660180.0
mn,under18,1995,1245932.0
mn,under18,1996,1252722.0
mn,total,1996,4712827.0
mn,under18,1998,1275940.0
mn,total,1998,4813412.0
mn,total,1997,4763390.0
mn,under18,1997,1264250.0
mn,total,1999,4873481.0
mn,under18,1999,1283102.0
mn,total,2000,4933692.0
mn,under18,2000,1289715.0
mn,total,2001,4982796.0
mn,under18,2001,1291261.0
mn,total,2002,5018935.0
mn,under18,2002,1288795.0
mn,total,2004,5087713.0
mn,under18,2004,1281946.0
mn,total,2003,5053572.0
mn,under18,2003,1283687.0
mn,total,2006,5163555.0
mn,under18,2006,1282381.0
mn,total,2005,5119598.0
mn,under18,2005,1280557.0
mn,total,2008,5247018.0
mn,under18,2008,1284179.0
mn,total,2007,5207203.0
mn,under18,2007,1285074.0
mn,under18,2013,1279111.0
mn,total,2009,5281203.0
mn,under18,2009,1284103.0
mn,total,2013,5420380.0
mn,total,2010,5310337.0
mn,under18,2010,1282693.0
mn,total,2011,5347108.0
mn,under18,2011,1280424.0
mn,under18,2012,1278050.0
mn,total,2012,5379646.0
ms,total,2012,2986450.0
ms,under18,2012,742941.0
ms,under18,2011,747742.0
ms,total,2011,2977886.0
ms,under18,2010,754111.0
ms,total,2010,2970047.0
ms,total,2013,2991207.0
ms,total,2009,2958774.0
ms,under18,2009,758539.0
ms,under18,2013,737432.0
ms,total,2007,2928350.0
ms,under18,2007,761171.0
ms,total,2008,2947806.0
ms,under18,2008,760572.0
ms,total,2005,2905943.0
ms,under18,2005,760870.0
ms,total,2006,2904978.0
ms,under18,2006,756990.0
ms,total,2003,2868312.0
ms,under18,2003,759447.0
ms,total,2004,2889010.0
ms,under18,2004,760410.0
ms,total,2002,2858681.0
ms,under18,2002,763148.0
ms,total,2001,2852994.0
ms,under18,2001,768418.0
ms,total,2000,2848353.0
ms,under18,2000,774353.0
ms,total,1999,2828408.0
ms,under18,1999,775662.0
ms,total,1997,2777004.0
ms,under18,1997,774832.0
ms,under18,1998,773721.0
ms,total,1998,2804834.0
ms,under18,1996,769680.0
ms,total,1996,2748085.0
ms,total,1995,2722659.0
ms,under18,1995,767892.0
ms,under18,1992,750224.0
ms,total,1992,2623734.0
ms,total,1993,2655100.0
ms,under18,1993,755820.0
ms,under18,1994,763795.0
ms,total,1994,2688992.0
ms,total,1991,2598733.0
ms,under18,1991,738911.0
ms,under18,1990,733660.0
ms,total,1990,2578897.0
mo,under18,1990,1316423.0
mo,total,1990,5128880.0
mo,total,1991,5170800.0
mo,under18,1991,1332306.0
mo,under18,1994,1378700.0
mo,total,1994,5324497.0
mo,total,1993,5271175.0
mo,under18,1993,1365903.0
mo,under18,1992,1349729.0
mo,total,1992,5217101.0
mo,under18,1996,1408732.0
mo,total,1996,5431553.0
mo,total,1995,5378247.0
mo,under18,1995,1393554.0
mo,under18,1998,1428999.0
mo,total,1998,5521765.0
mo,total,1997,5481193.0
mo,under18,1997,1419837.0
mo,total,1999,5561948.0
mo,under18,1999,1428047.0
mo,total,2000,5607285.0
mo,under18,2000,1428383.0
mo,total,2001,5641142.0
mo,under18,2001,1426575.0
mo,total,2002,5674825.0
mo,under18,2002,1424513.0
mo,total,2004,5747741.0
mo,under18,2004,1420956.0
mo,total,2003,5709403.0
mo,under18,2003,1421927.0
mo,total,2006,5842704.0
mo,under18,2006,1428324.0
mo,total,2005,5790300.0
mo,under18,2005,1422978.0
mo,total,2008,5923916.0
mo,under18,2008,1428945.0
mo,total,2007,5887612.0
mo,under18,2007,1431346.0
mo,under18,2013,1397685.0
mo,total,2009,5961088.0
mo,under18,2009,1426603.0
mo,total,2013,6044171.0
mo,total,2010,5996063.0
mo,under18,2010,1424042.0
mo,total,2011,6010065.0
mo,under18,2011,1414444.0
mo,under18,2012,1405015.0
mo,total,2012,6024522.0
mt,total,2012,1005494.0
mt,under18,2012,222905.0
mt,under18,2011,222977.0
mt,total,2011,997600.0
mt,under18,2010,223292.0
mt,total,2010,990527.0
mt,total,2013,1015165.0
mt,total,2009,983982.0
mt,under18,2009,223675.0
mt,under18,2013,223981.0
mt,total,2007,964706.0
mt,under18,2007,223135.0
mt,total,2008,976415.0
mt,under18,2008,223814.0
mt,total,2005,940102.0
mt,under18,2005,221685.0
mt,total,2006,952692.0
mt,under18,2006,221930.0
mt,total,2003,919630.0
mt,under18,2003,223012.0
mt,total,2004,930009.0
mt,under18,2004,221999.0
mt,total,2002,911667.0
mt,under18,2002,224772.0
mt,total,2001,906961.0
mt,under18,2001,227118.0
mt,total,1999,897508.0
mt,under18,1999,231133.0
mt,total,2000,903773.0
mt,under18,2000,230067.0
mt,total,1997,889865.0
mt,under18,1997,232813.0
mt,under18,1998,231746.0
mt,total,1998,892431.0
mt,total,1995,876553.0
mt,under18,1995,236583.0
mt,under18,1996,235294.0
mt,total,1996,886254.0
mt,under18,1992,230868.0
mt,total,1992,825770.0
mt,total,1993,844761.0
mt,under18,1993,234987.0
mt,under18,1994,237289.0
mt,total,1994,861306.0
mt,total,1991,809680.0
mt,under18,1991,225259.0
mt,under18,1990,223677.0
mt,total,1990,800204.0
ne,under18,1990,430068.0
ne,total,1990,1581660.0
ne,total,1991,1595919.0
ne,under18,1991,434525.0
ne,under18,1994,442589.0
ne,total,1994,1639041.0
ne,total,1993,1625590.0
ne,under18,1993,439313.0
ne,under18,1992,436378.0
ne,total,1992,1611687.0
ne,under18,1996,446841.0
ne,total,1996,1673740.0
ne,total,1995,1656993.0
ne,under18,1995,444418.0
ne,under18,1998,451192.0
ne,total,1998,1695817.0
ne,total,1997,1686418.0
ne,under18,1997,450076.0
ne,total,1999,1704764.0
ne,under18,1999,451047.0
ne,total,2000,1713820.0
ne,under18,2000,450380.0
ne,total,2001,1719836.0
ne,under18,2001,448307.0
ne,total,2002,1728292.0
ne,under18,2002,447714.0
ne,total,2004,1749370.0
ne,under18,2004,448360.0
ne,total,2003,1738643.0
ne,under18,2003,447444.0
ne,total,2006,1772693.0
ne,under18,2006,450098.0
ne,total,2005,1761497.0
ne,under18,2005,448918.0
ne,total,2008,1796378.0
ne,under18,2008,453787.0
ne,total,2007,1783440.0
ne,under18,2007,451946.0
ne,under18,2013,464348.0
ne,total,2009,1812683.0
ne,under18,2009,456543.0
ne,total,2013,1868516.0
ne,total,2010,1829838.0
ne,under18,2010,459621.0
ne,total,2011,1841749.0
ne,under18,2011,460872.0
ne,under18,2012,462673.0
ne,total,2012,1855350.0
nv,total,2012,2754354.0
nv,under18,2012,659655.0
nv,under18,2011,659236.0
nv,total,2011,2717951.0
nv,under18,2010,663180.0
nv,total,2010,2703230.0
nv,total,2013,2790136.0
nv,total,2009,2684665.0
nv,under18,2009,666041.0
nv,under18,2013,661605.0
nv,total,2007,2601072.0
nv,under18,2007,654053.0
nv,total,2008,2653630.0
nv,under18,2008,662621.0
nv,total,2005,2432143.0
nv,under18,2005,611595.0
nv,total,2006,2522658.0
nv,under18,2006,634403.0
nv,total,2003,2248850.0
nv,under18,2003,568963.0
nv,total,2004,2346222.0
nv,under18,2004,591314.0
nv,total,2002,2173791.0
nv,under18,2002,552816.0
nv,total,2001,2098399.0
nv,under18,2001,534708.0
nv,total,1999,1934718.0
nv,under18,1999,493701.0
nv,total,2000,2018741.0
nv,under18,2000,516018.0
nv,total,1997,1764104.0
nv,under18,1997,443626.0
nv,under18,1998,469424.0
nv,total,1998,1853192.0
nv,total,1995,1581578.0
nv,under18,1995,396223.0
nv,under18,1996,419133.0
nv,total,1996,1666320.0
nv,under18,1992,337396.0
nv,total,1992,1351367.0
nv,total,1993,1411215.0
nv,under18,1993,354990.0
nv,under18,1994,376745.0
nv,total,1994,1499298.0
nv,total,1991,1296172.0
nv,under18,1991,325033.0
nv,under18,1990,316406.0
nv,total,1990,1220695.0
nh,under18,1990,277454.0
nh,total,1990,1112384.0
nh,total,1991,1109929.0
nh,under18,1991,281127.0
nh,under18,1994,295563.0
nh,total,1994,1142561.0
nh,total,1993,1129458.0
nh,under18,1993,290409.0
nh,under18,1992,286314.0
nh,total,1992,1117785.0
nh,under18,1996,300161.0
nh,total,1996,1174719.0
nh,total,1995,1157561.0
nh,under18,1995,298246.0
nh,under18,1998,307292.0
nh,total,1998,1205941.0
nh,total,1997,1189425.0
nh,under18,1997,302834.0
nh,total,2000,1239882.0
nh,under18,2000,310352.0
nh,total,1999,1222015.0
nh,under18,1999,308423.0
nh,total,2001,1255517.0
nh,under18,2001,311877.0
nh,total,2002,1269089.0
nh,under18,2002,312743.0
nh,total,2004,1290121.0
nh,under18,2004,309243.0
nh,total,2003,1279840.0
nh,under18,2003,311412.0
nh,total,2005,1298492.0
nh,under18,2005,307403.0
nh,total,2006,1308389.0
nh,under18,2006,305169.0
nh,total,2008,1315906.0
nh,under18,2008,296029.0
nh,total,2007,1312540.0
nh,under18,2007,300918.0
nh,under18,2013,271122.0
nh,total,2009,1316102.0
nh,under18,2009,290850.0
nh,total,2013,1323459.0
nh,total,2010,1316614.0
nh,under18,2010,285702.0
nh,total,2011,1318075.0
nh,under18,2011,280486.0
nh,under18,2012,275818.0
nh,total,2012,1321617.0
nj,total,2012,8867749.0
nj,under18,2012,2035106.0
nj,under18,2011,2049453.0
nj,total,2011,8836639.0
nj,under18,2010,2062013.0
nj,total,2010,8802707.0
nj,total,2013,8899339.0
nj,total,2009,8755602.0
nj,under18,2009,2068684.0
nj,under18,2013,2022117.0
nj,total,2007,8677885.0
nj,under18,2007,2091023.0
nj,total,2008,8711090.0
nj,under18,2008,2076366.0
nj,total,2006,8661679.0
nj,under18,2006,2106403.0
nj,total,2005,8651974.0
nj,under18,2005,2121878.0
nj,total,2003,8601402.0
nj,under18,2003,2126014.0
nj,total,2004,8634561.0
nj,under18,2004,2129051.0
nj,total,2002,8552643.0
nj,under18,2002,2116591.0
nj,total,2001,8492671.0
nj,under18,2001,2102838.0
nj,total,1999,8359592.0
nj,under18,1999,2066678.0
nj,total,2000,8430621.0
nj,under18,2000,2088885.0
nj,total,1997,8218808.0
nj,under18,1997,2028349.0
nj,under18,1998,2042080.0
nj,total,1998,8287418.0
nj,total,1995,8083242.0
nj,under18,1995,1997187.0
nj,under18,1996,2016502.0
nj,total,1996,8149596.0
nj,under18,1992,1890108.0
nj,total,1992,7880508.0
nj,total,1993,7948915.0
nj,under18,1993,1928623.0
nj,under18,1994,1968232.0
nj,total,1994,8014306.0
nj,total,1991,7814676.0
nj,under18,1991,1849605.0
nj,under18,1990,1818187.0
nj,total,1990,7762963.0
nm,total,1990,1521574.0
nm,under18,1990,453538.0
nm,under18,1991,461811.0
nm,total,1991,1555305.0
nm,under18,1994,497542.0
nm,under18,1993,487742.0
nm,total,1993,1636453.0
nm,total,1992,1595442.0
nm,under18,1992,473176.0
nm,total,1994,1682398.0
nm,under18,1996,508100.0
nm,total,1995,1720394.0
nm,under18,1995,504558.0
nm,total,1996,1752326.0
nm,under18,1998,512801.0
nm,total,1998,1793484.0
nm,total,1997,1774839.0
nm,under18,1997,514500.0
nm,under18,1999,511135.0
nm,total,1999,1808082.0
nm,total,2000,1821204.0
nm,under18,2000,508132.0
nm,total,2001,1831690.0
nm,under18,2001,503404.0
nm,total,2002,1855309.0
nm,under18,2002,502779.0
nm,total,2004,1903808.0
nm,under18,2004,501184.0
nm,total,2003,1877574.0
nm,under18,2003,500777.0
nm,total,2005,1932274.0
nm,under18,2005,502612.0
nm,total,2006,1962137.0
nm,under18,2006,505125.0
nm,total,2008,2010662.0
nm,under18,2008,511214.0
nm,total,2007,1990070.0
nm,under18,2007,508725.0
nm,under18,2013,507540.0
nm,total,2013,2085287.0
nm,total,2009,2036802.0
nm,under18,2009,515470.0
nm,total,2010,2064982.0
nm,under18,2010,518763.0
nm,under18,2011,516513.0
nm,total,2011,2077919.0
nm,under18,2012,512314.0
nm,total,2012,2083540.0
ny,total,2012,19576125.0
ny,under18,2012,4264694.0
ny,total,2011,19502728.0
ny,under18,2011,4294555.0
ny,under18,2010,4318033.0
ny,total,2010,19398228.0
ny,total,2009,19307066.0
ny,under18,2009,4342926.0
ny,total,2013,19651127.0
ny,under18,2013,4239976.0
ny,total,2007,19132335.0
ny,under18,2007,4410949.0
ny,total,2008,19212436.0
ny,under18,2008,4372170.0
ny,total,2006,19104631.0
ny,under18,2006,4457777.0
ny,total,2005,19132610.0
ny,under18,2005,4514456.0
ny,total,2003,19175939.0
ny,under18,2003,4619506.0
ny,total,2004,19171567.0
ny,under18,2004,4574065.0
ny,total,2002,19137800.0
ny,under18,2002,4652232.0
ny,total,2001,19082838.0
ny,under18,2001,4672425.0
ny,under18,1999,4672587.0
ny,total,1999,18882725.0
ny,total,2000,19001780.0
ny,under18,2000,4687374.0
ny,under18,1997,4670787.0
ny,total,1997,18656546.0
ny,total,1998,18755906.0
ny,under18,1998,4652140.0
ny,total,1996,18588460.0
ny,under18,1995,4648419.0
ny,total,1995,18524104.0
ny,under18,1996,4667647.0
ny,total,1994,18459470.0
ny,under18,1992,4465539.0
ny,total,1992,18246653.0
ny,total,1993,18374954.0
ny,under18,1993,4538171.0
ny,under18,1994,4605284.0
ny,total,1991,18122510.0
ny,under18,1991,4372727.0
ny,under18,1990,4281643.0
ny,total,1990,18020784.0
nc,under18,1990,1625804.0
nc,total,1990,6664016.0
nc,total,1991,6784280.0
nc,under18,1991,1640394.0
nc,total,1993,7042818.0
nc,under18,1993,1710267.0
nc,under18,1992,1674144.0
nc,total,1992,6897214.0
nc,under18,1994,1750754.0
nc,total,1994,7187398.0
nc,total,1995,7344674.0
nc,under18,1995,1785150.0
nc,under18,1996,1821506.0
nc,total,1996,7500670.0
nc,under18,1998,1894753.0
nc,total,1998,7809122.0
nc,total,1997,7656825.0
nc,under18,1997,1861621.0
nc,total,2000,8081614.0
nc,under18,2000,1967626.0
nc,total,1999,7949362.0
nc,under18,1999,1932141.0
nc,total,2001,8210122.0
nc,under18,2001,2003782.0
nc,total,2002,8326201.0
nc,under18,2002,2034451.0
nc,total,2004,8553152.0
nc,under18,2004,2085165.0
nc,total,2003,8422501.0
nc,under18,2003,2060838.0
nc,total,2005,8705407.0
nc,under18,2005,2122485.0
nc,total,2006,8917270.0
nc,under18,2006,2166393.0
nc,total,2008,9309449.0
nc,under18,2008,2252101.0
nc,total,2007,9118037.0
nc,under18,2007,2219168.0
nc,under18,2013,2285605.0
nc,total,2013,9848060.0
nc,total,2009,9449566.0
nc,under18,2009,2272955.0
nc,total,2010,9559533.0
nc,under18,2010,2282288.0
nc,under18,2011,2284238.0
nc,total,2011,9651377.0
nc,under18,2012,2284122.0
nc,total,2012,9748364.0
nd,total,2012,701345.0
nd,under18,2012,156765.0
nd,total,2011,684867.0
nd,under18,2011,152357.0
nd,under18,2010,150179.0
nd,total,2010,674344.0
nd,total,2009,664968.0
nd,under18,2009,148674.0
nd,total,2013,723393.0
nd,under18,2013,162688.0
nd,total,2007,652822.0
nd,under18,2007,147263.0
nd,total,2008,657569.0
nd,under18,2008,147462.0
nd,total,2006,649422.0
nd,under18,2006,147331.0
nd,total,2005,646089.0
nd,under18,2005,148119.0
nd,total,2003,638817.0
nd,under18,2003,150406.0
nd,total,2004,644705.0
nd,under18,2004,149128.0
nd,total,2002,638168.0
nd,under18,2002,153097.0
nd,total,2001,639062.0
nd,under18,2001,156113.0
nd,total,1999,644259.0
nd,under18,1999,163056.0
nd,total,2000,642023.0
nd,under18,2000,160477.0
nd,total,1997,649716.0
nd,under18,1997,167475.0
nd,under18,1998,165448.0
nd,total,1998,647532.0
nd,under18,1996,169257.0
nd,total,1996,650382.0
nd,total,1995,647832.0
nd,under18,1995,171146.0
nd,under18,1994,172160.0
nd,total,1994,644806.0
nd,under18,1992,172052.0
nd,total,1992,638223.0
nd,total,1993,641216.0
nd,under18,1993,172168.0
nd,total,1991,635753.0
nd,under18,1991,171730.0
nd,under18,1990,170920.0
nd,total,1990,637685.0
oh,under18,1990,2778491.0
oh,total,1990,10864162.0
oh,total,1991,10945762.0
oh,under18,1991,2806959.0
oh,total,1993,11101140.0
oh,under18,1993,2855785.0
oh,under18,1992,2839356.0
oh,total,1992,11029431.0
oh,under18,1994,2875397.0
oh,total,1994,11152455.0
oh,total,1995,11202751.0
oh,under18,1995,2879930.0
oh,under18,1996,2883443.0
oh,total,1996,11242827.0
oh,under18,1998,2896255.0
oh,total,1998,11311536.0
oh,total,1997,11277357.0
oh,under18,1997,2897375.0
oh,total,2000,11363543.0
oh,under18,2000,2886585.0
oh,total,1999,11335454.0
oh,under18,1999,2893270.0
oh,total,2001,11387404.0
oh,under18,2001,2878123.0
oh,total,2002,11407889.0
oh,under18,2002,2865674.0
oh,total,2004,11452251.0
oh,under18,2004,2836068.0
oh,total,2003,11434788.0
oh,under18,2003,2849573.0
oh,total,2005,11463320.0
oh,under18,2005,2819794.0
oh,total,2006,11481213.0
oh,under18,2006,2804828.0
oh,total,2008,11515391.0
oh,under18,2008,2768968.0
oh,total,2007,11500468.0
oh,under18,2007,2790347.0
oh,under18,2013,2649830.0
oh,total,2013,11570808.0
oh,total,2009,11528896.0
oh,under18,2009,2748051.0
oh,total,2010,11545435.0
oh,under18,2010,2722589.0
oh,under18,2011,2693469.0
oh,total,2011,11549772.0
oh,under18,2012,2668125.0
oh,total,2012,11553031.0
ok,total,2012,3815780.0
ok,under18,2012,939911.0
ok,total,2011,3785534.0
ok,under18,2011,935714.0
ok,under18,2010,931483.0
ok,total,2010,3759263.0
ok,total,2009,3717572.0
ok,under18,2009,922711.0
ok,total,2013,3850568.0
ok,under18,2013,947027.0
ok,total,2007,3634349.0
ok,under18,2007,904328.0
ok,total,2008,3668976.0
ok,under18,2008,910617.0
ok,total,2006,3594090.0
ok,under18,2006,894761.0
ok,total,2005,3548597.0
ok,under18,2005,885316.0
ok,total,2003,3504892.0
ok,under18,2003,883959.0
ok,total,2004,3525233.0
ok,under18,2004,881606.0
ok,total,2002,3489080.0
ok,under18,2002,884961.0
ok,total,2001,3467100.0
ok,under18,2001,885218.0
ok,total,1999,3437148.0
ok,under18,1999,895678.0
ok,total,2000,3454365.0
ok,under18,2000,891847.0
ok,total,1997,3372918.0
ok,under18,1997,893835.0
ok,under18,1998,898501.0
ok,total,1998,3405194.0
ok,under18,1996,887093.0
ok,total,1996,3340129.0
ok,total,1995,3308208.0
ok,under18,1995,883667.0
ok,under18,1994,877803.0
ok,total,1994,3280940.0
ok,under18,1992,862548.0
ok,total,1992,3220517.0
ok,total,1993,3252285.0
ok,under18,1993,870137.0
ok,total,1991,3175440.0
ok,under18,1991,849639.0
ok,under18,1990,841715.0
ok,total,1990,3148825.0
or,under18,1990,742436.0
or,total,1990,2860375.0
or,total,1991,2928507.0
or,under18,1991,752442.0
or,total,1993,3060367.0
or,under18,1993,778973.0
or,under18,1992,770191.0
or,total,1992,2991755.0
or,under18,1994,793435.0
or,total,1994,3121264.0
or,total,1995,3184369.0
or,under18,1995,806512.0
or,under18,1996,816102.0
or,total,1996,3247111.0
or,under18,1998,837928.0
or,total,1998,3352449.0
or,total,1997,3304310.0
or,under18,1997,830002.0
or,total,2000,3429708.0
or,under18,2000,847511.0
or,total,1999,3393941.0
or,under18,1999,843484.0
or,total,2001,3467937.0
or,under18,2001,848663.0
or,total,2002,3513424.0
or,under18,2002,850733.0
or,total,2004,3569463.0
or,under18,2004,846786.0
or,total,2003,3547376.0
or,under18,2003,850251.0
or,total,2005,3613202.0
or,under18,2005,849323.0
or,total,2006,3670883.0
or,under18,2006,857003.0
or,total,2008,3768748.0
or,under18,2008,865664.0
or,total,2007,3722417.0
or,under18,2007,862161.0
or,under18,2013,857606.0
or,total,2013,3930065.0
or,total,2009,3808600.0
or,under18,2009,866194.0
or,total,2010,3837208.0
or,under18,2010,865129.0
or,under18,2011,862518.0
or,total,2011,3867937.0
or,under18,2012,859910.0
or,total,2012,3899801.0
pa,total,2012,12764475.0
pa,under18,2012,2737905.0
pa,total,2011,12741310.0
pa,under18,2011,2761343.0
pa,under18,2010,2785316.0
pa,total,2010,12710472.0
pa,total,2009,12666858.0
pa,under18,2009,2804929.0
pa,total,2013,12773801.0
pa,under18,2013,2715645.0
pa,total,2007,12563937.0
pa,under18,2007,2839574.0
pa,total,2008,12612285.0
pa,under18,2008,2821004.0
pa,total,2006,12510809.0
pa,under18,2006,2850778.0
pa,total,2005,12449990.0
pa,under18,2005,2859793.0
pa,total,2003,12374658.0
pa,under18,2003,2883270.0
pa,total,2004,12410722.0
pa,under18,2004,2873125.0
pa,total,2002,12331031.0
pa,under18,2002,2894935.0
pa,total,2001,12298970.0
pa,under18,2001,2905836.0
pa,total,1999,12263805.0
pa,under18,1999,2930193.0
pa,total,2000,12284173.0
pa,under18,2000,2918850.0
pa,total,1997,12227814.0
pa,under18,1997,2942240.0
pa,under18,1998,2940285.0
pa,total,1998,12245672.0
pa,under18,1996,2937411.0
pa,total,1996,12220464.0
pa,total,1995,12198403.0
pa,under18,1995,2941531.0
pa,under18,1994,2932851.0
pa,total,1994,12166050.0
pa,under18,1992,2873013.0
pa,total,1992,12049450.0
pa,total,1993,12119724.0
pa,under18,1993,2907351.0
pa,total,1991,11982164.0
pa,under18,1991,2830059.0
pa,under18,1990,2799168.0
pa,total,1990,11903299.0
ri,under18,1990,225923.0
ri,total,1990,1005995.0
ri,total,1991,1010649.0
ri,under18,1991,229448.0
ri,total,1993,1015113.0
ri,under18,1993,237218.0
ri,under18,1992,232630.0
ri,total,1992,1012581.0
ri,under18,1994,239100.0
ri,total,1994,1015960.0
ri,total,1995,1017002.0
ri,under18,1995,240553.0
ri,under18,1996,240569.0
ri,total,1996,1020893.0
ri,under18,1998,241760.0
ri,total,1998,1031155.0
ri,total,1997,1025353.0
ri,under18,1997,242079.0
ri,total,2000,1050268.0
ri,under18,2000,248065.0
ri,total,1999,1040402.0
ri,under18,1999,247014.0
ri,total,2001,1057142.0
ri,under18,2001,248296.0
ri,total,2002,1065995.0
ri,under18,2002,248690.0
ri,total,2004,1074579.0
ri,under18,2004,246228.0
ri,total,2003,1071342.0
ri,under18,2003,248075.0
ri,total,2005,1067916.0
ri,under18,2005,241932.0
ri,total,2006,1063096.0
ri,under18,2006,237348.0
ri,total,2008,1055003.0
ri,under18,2008,229798.0
ri,total,2007,1057315.0
ri,under18,2007,233655.0
ri,under18,2013,213987.0
ri,total,2013,1051511.0
ri,total,2009,1053646.0
ri,under18,2009,225902.0
ri,total,2010,1052669.0
ri,under18,2010,223088.0
ri,under18,2011,219783.0
ri,total,2011,1050350.0
ri,under18,2012,216591.0
ri,total,2012,1050304.0
sc,total,2012,4723417.0
sc,under18,2012,1077455.0
sc,total,2011,4673509.0
sc,under18,2011,1076524.0
sc,under18,2010,1079978.0
sc,total,2010,4636361.0
sc,total,2009,4589872.0
sc,under18,2009,1079729.0
sc,total,2013,4774839.0
sc,under18,2013,1079798.0
sc,total,2007,4444110.0
sc,under18,2007,1064190.0
sc,total,2008,4528996.0
sc,under18,2008,1074116.0
sc,total,2006,4357847.0
sc,under18,2006,1050042.0
sc,total,2005,4270150.0
sc,under18,2005,1036941.0
sc,total,2003,4150297.0
sc,under18,2003,1023785.0
sc,total,2004,4210921.0
sc,under18,2004,1029111.0
sc,total,2002,4107795.0
sc,under18,2002,1020531.0
sc,total,2001,4064995.0
sc,under18,2001,1016134.0
sc,total,1999,3974682.0
sc,under18,1999,1007050.0
sc,total,2000,4024223.0
sc,under18,2000,1010641.0
sc,total,1997,3859696.0
sc,under18,1997,1001681.0
sc,under18,1998,1006371.0
sc,total,1998,3919235.0
sc,under18,1996,987576.0
sc,total,1996,3796200.0
sc,total,1995,3748582.0
sc,under18,1995,975884.0
sc,under18,1994,969766.0
sc,total,1994,3705397.0
sc,under18,1992,947868.0
sc,total,1992,3620464.0
sc,total,1993,3663314.0
sc,under18,1993,956951.0
sc,total,1991,3570404.0
sc,under18,1991,936122.0
sc,under18,1990,921041.0
sc,total,1990,3501155.0
sd,under18,1990,199453.0
sd,total,1990,697101.0
sd,total,1991,703669.0
sd,under18,1991,201749.0
sd,total,1993,722160.0
sd,under18,1993,207975.0
sd,under18,1992,206632.0
sd,total,1992,712801.0
sd,under18,1994,208443.0
sd,total,1994,730790.0
sd,total,1995,737926.0
sd,under18,1995,207890.0
sd,under18,1996,205780.0
sd,total,1996,742214.0
sd,under18,1998,204786.0
sd,total,1998,746059.0
sd,total,1997,744223.0
sd,under18,1997,205978.0
sd,total,2000,755844.0
sd,under18,2000,202681.0
sd,total,1999,750413.0
sd,under18,1999,203737.0
sd,total,2001,757972.0
sd,under18,2001,200795.0
sd,total,2002,760020.0
sd,under18,2002,198694.0
sd,total,2004,770396.0
sd,under18,2004,196804.0
sd,total,2003,763729.0
sd,under18,2003,197326.0
sd,total,2005,775493.0
sd,under18,2005,196476.0
sd,total,2006,783033.0
sd,under18,2006,197332.0
sd,total,2008,799124.0
sd,under18,2008,199848.0
sd,total,2007,791623.0
sd,under18,2007,198847.0
sd,under18,2013,207959.0
sd,total,2013,844877.0
sd,total,2009,807067.0
sd,under18,2009,201204.0
sd,total,2010,816211.0
