ID,Entity,Description,Year,Records Leaked,Target Organization Type,Method of Leak,Data Sensitivity,Sources Link,Sources name,combined_text,clean_text,text_length,Cluster,Cluster_Distance,SVD_1,SVD_2,Cluster_Label
State Department in Washington DC in 2010,State Department in Washington DC,"Wikileaks, Embassy Cables: Confidential communications between 274 embassies in countries throughout the world and the State Department in Washington DC, between 1966-2010.",2010,"251,000",Government,Inside Job,5. Full bank account details,http://wikileaks.org/cablegate.html,,"State Department in Washington DC in 2010 State Department in Washington DC Wikileaks, Embassy Cables: Confidential communications between 274 embassies in countries throughout the world and the State Department in Washington DC, between 1966-2010. 251,000 Government Inside Job 5. Full bank account details http://wikileaks.org/cablegate.html ",state department washington dc state department washington dc wikileaks embassy cable confidential communication embassy country throughout world state department washington dc government inside job full bank account detail,28,0,0.9910446170522605,0.09609959117007046,-0.03294079312807659,Breach Cluster 0
US Military in 2010 - Bradley Manning/Cablegate,US Military,"Wikileaks, Wikileaks / Bradley Manning/Cablegate",2010,"260,000",Military,Inside Job,5. Full bank account details,http://www.guardian.co.uk/news/datablog/2010/nov/29/wikileaks-cables-data,Guardian,"US Military in 2010 - Bradley Manning/Cablegate US Military Wikileaks, Wikileaks / Bradley Manning/Cablegate 260,000 Military Inside Job 5. Full bank account details http://www.guardian.co.uk/news/datablog/2010/nov/29/wikileaks-cables-data Guardian",u military bradley manningcablegate u military wikileaks wikileaks bradley manningcablegate military inside job full bank account detail guardian,18,0,0.9832162771627295,0.09720517840749103,-0.023366321688178055,Breach Cluster 0
Apple in 2013,Apple,"Developer portal hacked. ""Some"" information about 275,000 3rd-party developers potentially stolen.",2013,"275,000",Tech,Hacked,1. Just email address and/or online information,http://www.guardian.co.uk/technology/2013/jul/22/apple-developer-site-hacked,,"Apple in 2013 Apple Developer portal hacked. ""Some"" information about 275,000 3rd-party developers potentially stolen. 275,000 Tech Hacked 1. Just email address and/or online information http://www.guardian.co.uk/technology/2013/jul/22/apple-developer-site-hacked ",apple apple developer portal hacked information rdparty developer potentially stolen tech hacked email address andor online information,17,1,0.9088485818699383,0.28702237303662775,0.2647318541776378,Breach Cluster 1
Honda - Canada in 2011,Honda - Canada,"Names, addresses and vehicle identification numbers were taken from the company'۪s eCommerce websites myHonda and myAcura",2011,"283,000",Retail,Poor Security,2 SSN and/or personal details,http://www.guelphmercury.com/news-story/2200845-honda-canada-hit-by-online-security-breach-283-000-car-owners-personal-data-stolen/,,"Honda - Canada in 2011 Honda - Canada Names, addresses and vehicle identification numbers were taken from the company'۪s eCommerce websites myHonda and myAcura 283,000 Retail Poor Security 2 SSN and/or personal details http://www.guelphmercury.com/news-story/2200845-honda-canada-hit-by-online-security-breach-283-000-car-owners-personal-data-stolen/ ",honda canada honda canada name address vehicle identification number taken company ecommerce website myhonda myacura retail poor security ssn andor personal detail,22,3,0.9257694673030139,0.21823703832948357,-0.056624246004765795,Breach Cluster 3
Southern California Medical-Legal Consultants in 2011,Southern California Medical-Legal Consultants,"Electronic files containing names and social security numbers of approximately 300,000 individuals who have applied for California workers'۪ compensation benefits had been exposed to unauthorized access.",2011,"300,000",Healthcare,Hacked,2 SSN and/or personal details,http://www.idtheftcenter.org/artman2/publish/lib_survey/ITRC_2008_Breach_List.shtml,,"Southern California Medical-Legal Consultants in 2011 Southern California Medical-Legal Consultants Electronic files containing names and social security numbers of approximately 300,000 individuals who have applied for California workers'۪ compensation benefits had been exposed to unauthorized access. 300,000 Healthcare Hacked 2 SSN and/or personal details http://www.idtheftcenter.org/artman2/publish/lib_survey/ITRC_2008_Breach_List.shtml ",southern california medicallegal consultant southern california medicallegal consultant electronic file containing name social security number approximately individual applied california worker compensation benefit exposed unauthorized access healthcare hacked ssn andor personal detail,31,3,0.929070325251612,0.24058385037145127,-0.12578837605674079,Breach Cluster 3
Emory Healthcare - Atlanta in 2012,Emory Healthcare - Atlanta,,2012,"315,000",Healthcare,Poor Security,4. Email passworda and/or health records,http://www.hhs.gov/ocr/privacy/hipaa/administrative/breachnotificationrule/breachtool.html,,"Emory Healthcare - Atlanta in 2012 Emory Healthcare - Atlanta  315,000 Healthcare Poor Security 4. Email passworda and/or health records http://www.hhs.gov/ocr/privacy/hipaa/administrative/breachnotificationrule/breachtool.html ",emory healthcare atlanta emory healthcare atlanta healthcare poor security email passworda andor health record,14,2,0.9198002381428211,0.26564954602436713,-0.22863781473169179,Breach Cluster 2
Affinity Health Plan in 2009,Affinity Health Plan,A rented photocopier used to copy health records did not have its hard-drive wiped before its return.,2009,"344,579",Healthcare,Lost / Stolen Computer or Media,4. Email passworda and/or health records,"http://security-hack1.blogspot.com/2010/04/affinity-health-plan-alerts-public.html, http://www.hhs.gov/ocr/privacy/hipaa/administrative/breachnotificationrule/breachtool.html",,"Affinity Health Plan in 2009 Affinity Health Plan A rented photocopier used to copy health records did not have its hard-drive wiped before its return. 344,579 Healthcare Lost / Stolen Computer or Media 4. Email passworda and/or health records http://security-hack1.blogspot.com/2010/04/affinity-health-plan-alerts-public.html, http://www.hhs.gov/ocr/privacy/hipaa/administrative/breachnotificationrule/breachtool.html ",affinity health plan affinity health plan rented photocopier used copy health record harddrive wiped return healthcare lost stolen computer medium email passworda andor health record,25,2,0.858978343357788,0.319504127420693,-0.33539020711944056,Breach Cluster 2
Citigroup in 2011,Citigroup,"Less than 1% of Citbank card holders' names, account numbers, and contact information such as e-mail addresses were stolen. Card security codes were not stolen. ",2011,"360,083",Financial,Hacked,3. Credit card information,http://www.pcworld.com/article/229891/Citigroup_Hack_Nets_Over_200k_in_Stolen_Customer_Details.html,PC World,"Citigroup in 2011 Citigroup Less than 1% of Citbank card holders' names, account numbers, and contact information such as e-mail addresses were stolen. Card security codes were not stolen.  360,083 Financial Hacked 3. Credit card information http://www.pcworld.com/article/229891/Citigroup_Hack_Nets_Over_200k_in_Stolen_Customer_Details.html PC World",citigroup citigroup less citbank card holder name account number contact information email address stolen card security code stolen financial hacked credit card information pc world,25,0,0.9053531960419005,0.27260204022535567,0.06200486607023918,Breach Cluster 0
US Military in 2010 - Classified Iraq War documents,US Military,Wikileaks. Classified Iraq War documents,2010,"392,000",Government,Inside Job,2 SSN and/or personal details,http://www.forbes.com/sites/andygreenberg/2010/10/22/wikileaks-reveals-the-biggest-classified-data-breach-in-history/,,"US Military in 2010 - Classified Iraq War documents US Military Wikileaks. Classified Iraq War documents 392,000 Government Inside Job 2 SSN and/or personal details http://www.forbes.com/sites/andygreenberg/2010/10/22/wikileaks-reveals-the-biggest-classified-data-breach-in-history/ ",u military classified iraq war document u military wikileaks classified iraq war document government inside job ssn andor personal detail,20,3,0.9745730912216253,0.1448660253095873,-0.07167126553279929,Breach Cluster 3
Triple-S Salud in 2010,Triple-S Salud,,2010,"398,000",Healthcare,Lost / Stolen Computer or Media,4. Email passworda and/or health records,http://www.hhs.gov/ocr/privacy/hipaa/administrative/breachnotificationrule/breachtool.html,,"Triple-S Salud in 2010 Triple-S Salud  398,000 Healthcare Lost / Stolen Computer or Media 4. Email passworda and/or health records http://www.hhs.gov/ocr/privacy/hipaa/administrative/breachnotificationrule/breachtool.html ",triple salud triple salud healthcare lost stolen computer medium email passworda andor health record,14,2,0.7558943919727418,0.4404851092526275,-0.45932066016064016,Breach Cluster 2
Spartanburg Regional Healthcare System in 2011,Spartanburg Regional Healthcare System,"The stolen computer contained a password-protected file with Social Security numbers as well as names, addresses, dates of birth and medical billing codes.",2011,"400,000",Healthcare,Lost / Stolen Computer or Media,4. Email passworda and/or health records,"http://www.spartanburgregional.com/Pages/PatientNotice.aspx, http://www.hhs.gov/ocr/privacy/hipaa/administrative/breachnotificationrule/breachtool.html",,"Spartanburg Regional Healthcare System in 2011 Spartanburg Regional Healthcare System The stolen computer contained a password-protected file with Social Security numbers as well as names, addresses, dates of birth and medical billing codes. 400,000 Healthcare Lost / Stolen Computer or Media 4. Email passworda and/or health records http://www.spartanburgregional.com/Pages/PatientNotice.aspx, http://www.hhs.gov/ocr/privacy/hipaa/administrative/breachnotificationrule/breachtool.html ",spartanburg regional healthcare system spartanburg regional healthcare system stolen computer contained passwordprotected file social security number well name address date birth medical billing code healthcare lost stolen computer medium email passworda andor health record,34,2,0.8027388658452047,0.4339444566775807,-0.4281761880603705,Breach Cluster 2
US Federal Reserve Bank of Cleveland in 2010,US Federal Reserve Bank of Cleveland,"A Malaysian man has been charged with hacking into major U.S. corporations, including the U.S. Federal Reserve Bank of Cleveland and FedComp after U.S. Secret Service investigators found more than ""400,000 stolen credit and debit card account numbers allegedly obtained by hacking into various computer systems of other financial institutions""",2010,"400,000",Financial,Hacked,3. Credit card information,http://www.idtheftcenter.org/artman2/publish/lib_survey/ITRC_2008_Breach_List.shtml,ITRC,"US Federal Reserve Bank of Cleveland in 2010 US Federal Reserve Bank of Cleveland A Malaysian man has been charged with hacking into major U.S. corporations, including the U.S. Federal Reserve Bank of Cleveland and FedComp after U.S. Secret Service investigators found more than ""400,000 stolen credit and debit card account numbers allegedly obtained by hacking into various computer systems of other financial institutions"" 400,000 Financial Hacked 3. Credit card information http://www.idtheftcenter.org/artman2/publish/lib_survey/ITRC_2008_Breach_List.shtml ITRC",u federal reserve bank cleveland u federal reserve bank cleveland malaysian man charged hacking major u corporation including u federal reserve bank cleveland fedcomp u secret service investigator found stolen credit debit card account number allegedly obtained hacking various computer system financial institution financial hacked credit card information itrc,49,0,0.8898967523768416,0.2109034601355268,-0.0011372652863272297,Breach Cluster 0
Formspring in 2012,Formspring,"Formspring was tipped off to a breach after 420,000 hashed passwords were posted to a security forum. ",2012,"420,000",Web,Accidentally Published,4. Email passworda and/or health records,http://news.cnet.com/8301-1009_3-57469944-83/formspring-disables-user-passwords-in-security-breach/?tag=mncol;txt,,"Formspring in 2012 Formspring Formspring was tipped off to a breach after 420,000 hashed passwords were posted to a security forum.  420,000 Web Accidentally Published 4. Email passworda and/or health records http://news.cnet.com/8301-1009_3-57469944-83/formspring-disables-user-passwords-in-security-breach/?tag=mncol;txt ",formspring formspring formspring tipped breach hashed password posted security forum web accidentally published email passworda andor health record,18,2,0.9588347884717777,0.2722157989700796,-0.048692563871311025,Breach Cluster 2
Yahoo Voices in 2012,Yahoo Voices,"Yahoo Voices service was hacked, exposing more than 450,000 usernames and passwords.",2012,"450,000","Tech, Web",Hacked,1. Just email address and/or online information,"http://it.slashdot.org/story/12/07/12/1243217/nearly-half-a-million-yahoo-passwords-leaked-updated?utm_source=feedburnerGoogle+Reader&utm_medium=feed&utm_campaign=Feed%3A+Slashdot%2Fslashdot+%28Slashdot%29&utm_content=Google+Reader, http://www.pbs.org/newshour/rundown/2012/07/check-whether-your-yahoo-password-was-hacked.html",Slashdot,"Yahoo Voices in 2012 Yahoo Voices Yahoo Voices service was hacked, exposing more than 450,000 usernames and passwords. 450,000 Tech, Web Hacked 1. Just email address and/or online information http://it.slashdot.org/story/12/07/12/1243217/nearly-half-a-million-yahoo-passwords-leaked-updated?utm_source=feedburnerGoogle+Reader&utm_medium=feed&utm_campaign=Feed%3A+Slashdot%2Fslashdot+%28Slashdot%29&utm_content=Google+Reader, http://www.pbs.org/newshour/rundown/2012/07/check-whether-your-yahoo-password-was-hacked.html Slashdot",yahoo voice yahoo voice yahoo voice service hacked exposing usernames password tech web hacked email address andor online information slashdot,20,1,0.8579906896020267,0.3387083229141221,0.3704761967110974,Breach Cluster 1
Scribd in 2013,Scribd,Hack resulted in a few hundred thousand stolen passwords.,2013,"500,000",Web,Hacked,1. Just email address and/or online information,"http://nakedsecurity.sophos.com/2013/04/05/scribd-worlds-largest-online-library-admits-to-network-intrusion-password-breach/, http://www.nbcnews.com/technology/scribd-hack-exposes-thousands-users-1B9239618","Naked Security, NBC News","Scribd in 2013 Scribd Hack resulted in a few hundred thousand stolen passwords. 500,000 Web Hacked 1. Just email address and/or online information http://nakedsecurity.sophos.com/2013/04/05/scribd-worlds-largest-online-library-admits-to-network-intrusion-password-breach/, http://www.nbcnews.com/technology/scribd-hack-exposes-thousands-users-1B9239618 Naked Security, NBC News",scribd scribd hack resulted hundred thousand stolen password web hacked email address andor online information naked security nbc news,19,1,0.8503259032432051,0.3771868399348686,0.355793610668064,Breach Cluster 1
Eisenhower Medical Center - California in 2011,Eisenhower Medical Center - California,"Stolen computer contained data listing patients' names, ages, dates of birth, medical record numbers and the last four digits of their social security numbers.",2011,"514,330",Healthcare,Lost / Stolen Computer or Media,4. Email passworda and/or health records,"http://databreachinvestigation.blogspot.com/2011/04/thief-gets-away-with-eisenhower-medical.html, http://www.hhs.gov/ocr/privacy/hipaa/administrative/breachnotificationrule/breachtool.html",,"Eisenhower Medical Center - California in 2011 Eisenhower Medical Center - California Stolen computer contained data listing patients' names, ages, dates of birth, medical record numbers and the last four digits of their social security numbers. 514,330 Healthcare Lost / Stolen Computer or Media 4. Email passworda and/or health records http://databreachinvestigation.blogspot.com/2011/04/thief-gets-away-with-eisenhower-medical.html, http://www.hhs.gov/ocr/privacy/hipaa/administrative/breachnotificationrule/breachtool.html ",eisenhower medical center california eisenhower medical center california stolen computer contained data listing patient name age date birth medical record number last four digit social security number healthcare lost stolen computer medium email passworda andor health record,37,2,0.828085005448641,0.39128589649684153,-0.4205138782054381,Breach Cluster 2
Department of Health - Puerto Rico  in 2010,Department of Health - Puerto Rico ,"Double whammy. Two separate breaches. On September 3rd, 2010 data on 115,000 people was stolen from unauthorized access of an electronic device, on the 21st they reported an additional 400,000 records were hacked. ",2010,"515,000",Healthcare,Hacked,4. Email passworda and/or health records,http://www.hhs.gov/ocr/privacy/hipaa/administrative/breachnotificationrule/breachtool.html,,"Department of Health - Puerto Rico  in 2010 Department of Health - Puerto Rico  Double whammy. Two separate breaches. On September 3rd, 2010 data on 115,000 people was stolen from unauthorized access of an electronic device, on the 21st they reported an additional 400,000 records were hacked.  515,000 Healthcare Hacked 4. Email passworda and/or health records http://www.hhs.gov/ocr/privacy/hipaa/administrative/breachnotificationrule/breachtool.html ",department health puerto rico department health puerto rico double whammy two separate breach september rd data people stolen unauthorized access electronic device st reported additional record hacked healthcare hacked email passworda andor health record,34,2,0.9323357669780776,0.2873305772014332,-0.15746434688017724,Breach Cluster 2
Virginia Prescription Monitoring Program in 2009,Virginia Prescription Monitoring Program,"A hacker, who was never arrested, demanded a $10 million ransom for a breach effecting 530,000 Virginians. Social security numbers may have been taken. The data was found in a database containing 35 million prescription records.",2009,"531,400",Healthcare,Hacked,2 SSN and/or personal details,http://www.idtheftcenter.org/artman2/publish/lib_survey/ITRC_2008_Breach_List.shtml,ITRC,"Virginia Prescription Monitoring Program in 2009 Virginia Prescription Monitoring Program A hacker, who was never arrested, demanded a $10 million ransom for a breach effecting 530,000 Virginians. Social security numbers may have been taken. The data was found in a database containing 35 million prescription records. 531,400 Healthcare Hacked 2 SSN and/or personal details http://www.idtheftcenter.org/artman2/publish/lib_survey/ITRC_2008_Breach_List.shtml ITRC",virginia prescription monitoring program virginia prescription monitoring program hacker never arrested demanded million ransom breach effecting virginian social security number may taken data found database containing million prescription record healthcare hacked ssn andor personal detail itrc,36,3,0.9275931571703475,0.2547361910117934,-0.12181417601510429,Breach Cluster 3
Network Solutions in 2009,Network Solutions,"A large-scale infection of WordPress-driven blogs with malicious code led to the compromise of 573,000 debit and credit cards.",2009,"573,000",Tech,Hacked,3. Credit card information,"http://www.computerworld.com/s/article/9175783/Network_Solutions_sites_hacked_again, http://voices.washingtonpost.com/securityfix/2009/07/network_solutions_hack_comprom.html",ITRC,"Network Solutions in 2009 Network Solutions A large-scale infection of WordPress-driven blogs with malicious code led to the compromise of 573,000 debit and credit cards. 573,000 Tech Hacked 3. Credit card information http://www.computerworld.com/s/article/9175783/Network_Solutions_sites_hacked_again, http://voices.washingtonpost.com/securityfix/2009/07/network_solutions_hack_comprom.html ITRC",network solution network solution largescale infection wordpressdriven blog malicious code led compromise debit credit card tech hacked credit card information itrc,21,0,0.8648752048323184,0.19378373136171675,0.05848951372182812,Breach Cluster 0
Dominios Pizzas - France in 2014,Dominios Pizzas - France,,2014,"600,000",Web,Hacked,1. Just email address and/or online information,http://www.theguardian.com/technology/2014/jun/16/dominos-pizza-ransom-hack-data,,"Dominios Pizzas - France in 2014 Dominios Pizzas - France  600,000 Web Hacked 1. Just email address and/or online information http://www.theguardian.com/technology/2014/jun/16/dominos-pizza-ransom-hack-data ",dominios pizza france dominios pizza france web hacked email address andor online information,13,1,0.6071933295314432,0.5685934385845761,0.6560299304696188,Breach Cluster 1
Ohio State University in 2010,Ohio State University,,2010,"760,000",Academic,Hacked,2 SSN and/or personal details,http://www.idtheftcenter.org/artman2/publish/lib_survey/ITRC_2008_Breach_List.shtml,ITRC,"Ohio State University in 2010 Ohio State University  760,000 Academic Hacked 2 SSN and/or personal details http://www.idtheftcenter.org/artman2/publish/lib_survey/ITRC_2008_Breach_List.shtml ITRC",ohio state university ohio state university academic hacked ssn andor personal detail itrc,13,3,0.8853159664464749,0.2241002300857412,-0.09153868968301497,Breach Cluster 3
Medicaid in 2012,Medicaid,"The Utah Department of Technology Services had recently moved their claims records to a new server, and hackers believed to be operating out of Eastern Europe were able to circumvent the server'۪s multi-layered security system containing Social Security numbers for the Medicaid claims.",2012,"780,000","Government, Healthcare",Hacked,2 SSN and/or personal details,http://www.idtheftcenter.org/artman2/publish/lib_survey/ITRC_2008_Breach_List.shtml,ITRC,"Medicaid in 2012 Medicaid The Utah Department of Technology Services had recently moved their claims records to a new server, and hackers believed to be operating out of Eastern Europe were able to circumvent the server'۪s multi-layered security system containing Social Security numbers for the Medicaid claims. 780,000 Government, Healthcare Hacked 2 SSN and/or personal details http://www.idtheftcenter.org/artman2/publish/lib_survey/ITRC_2008_Breach_List.shtml ITRC",medicaid medicaid utah department technology service recently moved claim record new server hacker believed operating eastern europe able circumvent server multilayered security system containing social security number medicaid claim government healthcare hacked ssn andor personal detail itrc,37,3,0.9283967869517762,0.26257372949854213,-0.1559638545982843,Breach Cluster 3
Child Support Services - California in 2012,Child Support Services - California,California child support records were lost in transit during a disaster preparedness exercise.,2012,"800,000",Government,Lost / Stolen Computer or Media,2 SSN and/or personal details,"http://www.idtheftcenter.org/artman2/publish/lib_survey/ITRC_2008_Breach_List.shtml, http://articles.businessinsider.com/2012-04-03/news/31279254_1_major-data-breach-identity-theft-office-of-privacy-protection",ITRC,"Child Support Services - California in 2012 Child Support Services - California California child support records were lost in transit during a disaster preparedness exercise. 800,000 Government Lost / Stolen Computer or Media 2 SSN and/or personal details http://www.idtheftcenter.org/artman2/publish/lib_survey/ITRC_2008_Breach_List.shtml, http://articles.businessinsider.com/2012-04-03/news/31279254_1_major-data-breach-identity-theft-office-of-privacy-protection ITRC",child support service california child support service california california child support record lost transit disaster preparedness exercise government lost stolen computer medium ssn andor personal detail itrc,27,2,0.9200513292948275,0.2866312562381263,-0.2760321170083117,Breach Cluster 2
Gap in 2007,Gap,"Stolen laptop which contained social security numbers, data on people who applied for positions at Gap stores, including Banana Republic and Old Navy, between July 2006 and June 2007.",2007,"800,000",Retail,Lost / Stolen Computer or Media,2 SSN and/or personal details,http://www.pcworld.com/article/137865/article.html,PC World,"Gap in 2007 Gap Stolen laptop which contained social security numbers, data on people who applied for positions at Gap stores, including Banana Republic and Old Navy, between July 2006 and June 2007. 800,000 Retail Lost / Stolen Computer or Media 2 SSN and/or personal details http://www.pcworld.com/article/137865/article.html PC World",gap gap stolen laptop contained social security number data people applied position gap store including banana republic old navy july june retail lost stolen computer medium ssn andor personal detail pc world,32,2,0.9321098693388981,0.30616445710597007,-0.2531336277467738,Breach Cluster 2
South Shore Hospital - Massachusetts in 2010,South Shore Hospital - Massachusetts,"South Shore Hospital hired a contractor to destroy files no longer in use and lost the shipment. The back-up computer files possibly contained names, addresses, phone numbers, dates of birth, Social Security numbers, driver'۪s license numbers, medical record numbers, patient numbers, health plan information, protected health information including diagnoses and treatments. As well as bank account and credit card numbers for some. Patients, employees, physicians, volunteers, donors, vendors and other business partners were effected. ",2010,"800,000",Healthcare,Lost / Stolen Computer or Media,5. Full bank account details,http://www.idtheftcenter.org/artman2/publish/lib_survey/ITRC_2008_Breach_List.shtml,ITRC,"South Shore Hospital - Massachusetts in 2010 South Shore Hospital - Massachusetts South Shore Hospital hired a contractor to destroy files no longer in use and lost the shipment. The back-up computer files possibly contained names, addresses, phone numbers, dates of birth, Social Security numbers, driver'۪s license numbers, medical record numbers, patient numbers, health plan information, protected health information including diagnoses and treatments. As well as bank account and credit card numbers for some. Patients, employees, physicians, volunteers, donors, vendors and other business partners were effected.  800,000 Healthcare Lost / Stolen Computer or Media 5. Full bank account details http://www.idtheftcenter.org/artman2/publish/lib_survey/ITRC_2008_Breach_List.shtml ITRC",south shore hospital massachusetts south shore hospital massachusetts south shore hospital hired contractor destroy file longer use lost shipment backup computer file possibly contained name address phone number date birth social security number driver license number medical record number patient number health plan information protected health information including diagnosis treatment well bank account credit card number patient employee physician volunteer donor vendor business partner effected healthcare lost stolen computer medium full bank account detail itrc,75,2,0.921573845471647,0.31839000542320206,-0.25501860680221583,Breach Cluster 2
MacRumours.com in 2014,MacRumours.com,,2014,"860,000",Web,Hacked,1. Just email address and/or online information,http://www.wired.co.uk/news/archive/2013-11/13/mac-rumours-forums-hacked,,"MacRumours.com in 2014 MacRumours.com  860,000 Web Hacked 1. Just email address and/or online information http://www.wired.co.uk/news/archive/2013-11/13/mac-rumours-forums-hacked ",macrumourscom macrumourscom web hacked email address andor online information,9,1,0.6071933295314432,0.5685934385845761,0.6560299304696188,Breach Cluster 1
Stratfor in 2011,Stratfor,"Hacking collective Anonymous defaced the website of Stratfor and posted a file online of the organization'۪s confidential client list, along with credit card details, passwords and home addresses for those clients. They released 47,680 unique e-mail addresses and 50,277 unique credit card numbers ''' 9,651 of which were not yet expired. Of the stolen encrypted passwords, 50% were easily crackable. ",2011,"935,000",Military,Accidentally Published,3. Credit card information,http://bits.blogs.nytimes.com/2011/12/27/questions-about-motives-behind-stratfor-hack/,New York Times,"Stratfor in 2011 Stratfor Hacking collective Anonymous defaced the website of Stratfor and posted a file online of the organization'۪s confidential client list, along with credit card details, passwords and home addresses for those clients. They released 47,680 unique e-mail addresses and 50,277 unique credit card numbers ''' 9,651 of which were not yet expired. Of the stolen encrypted passwords, 50% were easily crackable.  935,000 Military Accidentally Published 3. Credit card information http://bits.blogs.nytimes.com/2011/12/27/questions-about-motives-behind-stratfor-hack/ New York Times",stratfor stratfor hacking collective anonymous defaced website stratfor posted file online organization confidential client list along credit card detail password home address client released unique email address unique credit card number yet expired stolen encrypted password easily crackable military accidentally published credit card information new york time,47,0,0.9458939812716793,0.2557505143394433,0.07943987670964879,Breach Cluster 0
Compass Bank in 2007,Compass Bank,"A former employee stole a hardrive containing 1m account details from the bank, then used it to defraud cutomers of nearly $32,000.",2007,"1,000,000",Financial,Inside Job,3. Credit card information,"http://www.idtheftcenter.org/artman2/publish/lib_survey/ITRC_2008_Breach_List.shtml, http://www.computerworld.com/s/article/9072198/Programmer_who_stole_drive_containing_1_million_bank_records_gets_42_months",ITRC,"Compass Bank in 2007 Compass Bank A former employee stole a hardrive containing 1m account details from the bank, then used it to defraud cutomers of nearly $32,000. 1,000,000 Financial Inside Job 3. Credit card information http://www.idtheftcenter.org/artman2/publish/lib_survey/ITRC_2008_Breach_List.shtml, http://www.computerworld.com/s/article/9072198/Programmer_who_stole_drive_containing_1_million_bank_records_gets_42_months ITRC",compass bank compass bank former employee stole hardrive containing account detail bank used defraud cutomers nearly financial inside job credit card information itrc,23,0,0.8478852363431212,0.22322624446481104,0.0006608469225172778,Breach Cluster 0
Department of Motor Vehicles - Oregon in 2011,Department of Motor Vehicles - Oregon,"Sheriff's detectives arrested Tim Nuss  for accessing an old Oregon Department of Motor Vehicles database. The DMV database was once sold to marketing companies, but the department stopped selling the information in the late 1990s. The sold data include the names, addresses, birth dates, gender and ages of people who registered with the DMV, but no financial information.  ",2011,"1,000,000",Government,Poor Security,2 SSN and/or personal details,http://www.idtheftcenter.org/artman2/publish/lib_survey/ITRC_2008_Breach_List.shtml,ITRC,"Department of Motor Vehicles - Oregon in 2011 Department of Motor Vehicles - Oregon Sheriff's detectives arrested Tim Nuss  for accessing an old Oregon Department of Motor Vehicles database. The DMV database was once sold to marketing companies, but the department stopped selling the information in the late 1990s. The sold data include the names, addresses, birth dates, gender and ages of people who registered with the DMV, but no financial information.   1,000,000 Government Poor Security 2 SSN and/or personal details http://www.idtheftcenter.org/artman2/publish/lib_survey/ITRC_2008_Breach_List.shtml ITRC",department motor vehicle oregon department motor vehicle oregon sheriff detective arrested tim nuss accessing old oregon department motor vehicle database dmv database sold marketing company department stopped selling information late sold data include name address birth date gender age people registered dmv financial information government poor security ssn andor personal detail itrc,52,3,0.9605933975117482,0.22024983762988817,-0.0810014450555216,Breach Cluster 3
Drupal in 2013,Drupal,"Malicious files placed on association.drupal.org servers via a 3rd-party application. Exposed usernames, e-mail addresses, country information, and cryptographically hashed passwords.",2013,"1,000,000",Web,Hacked,1. Just email address and/or online information,http://arstechnica.com/security/2013/05/drupal-org-resets-login-credentials-after-hack-exposes-password-data/,Ars Technica,"Drupal in 2013 Drupal Malicious files placed on association.drupal.org servers via a 3rd-party application. Exposed usernames, e-mail addresses, country information, and cryptographically hashed passwords. 1,000,000 Web Hacked 1. Just email address and/or online information http://arstechnica.com/security/2013/05/drupal-org-resets-login-credentials-after-hack-exposes-password-data/ Ars Technica",drupal drupal malicious file placed associationdrupalorg server via rdparty application exposed usernames email address country information cryptographically hashed password web hacked email address andor online information ar technica,28,1,0.8506086902242113,0.3615149551135194,0.37764060100801455,Breach Cluster 1
Dun & Bradstreet in 2013,Dun & Bradstreet,Hackers stole millions of social security numbers - including Michelle Obama's - from 3 large US data brokers,2013,"1,000,000",Tech,Hacked,3. Credit card information,"http://www.usatoday.com/story/cybertruth/2013/09/26/lexisnexis-dunn--bradstreet-altegrity-hacked/2878769/, http://www.reuters.com/article/2013/09/26/us-cyberattacks-databrokers-idUSBRE98P03220130926, http://www.bbc.co.uk/news/technology-24284277","USA Today, Reuters, BBC","Dun & Bradstreet in 2013 Dun & Bradstreet Hackers stole millions of social security numbers - including Michelle Obama's - from 3 large US data brokers 1,000,000 Tech Hacked 3. Credit card information http://www.usatoday.com/story/cybertruth/2013/09/26/lexisnexis-dunn--bradstreet-altegrity-hacked/2878769/, http://www.reuters.com/article/2013/09/26/us-cyberattacks-databrokers-idUSBRE98P03220130926, http://www.bbc.co.uk/news/technology-24284277 USA Today, Reuters, BBC",dun bradstreet dun bradstreet hacker stole million social security number including michelle obamas large u data broker tech hacked credit card information usa today reuters bbc,26,0,0.9106857540390881,0.20273339842768545,-0.015248571019750759,Breach Cluster 0
Kroll Background America in 2013,Kroll Background America,Hackers stole millions of social security numbers - including Michelle Obama's - from 3 large US data brokers,2013,"1,000,000",Tech,Hacked,3. Credit card information,"http://www.usatoday.com/story/cybertruth/2013/09/26/lexisnexis-dunn--bradstreet-altegrity-hacked/2878769/, http://www.reuters.com/article/2013/09/26/us-cyberattacks-databrokers-idUSBRE98P03220130926, http://www.bbc.co.uk/news/technology-24284277","USA Today, Reuters, BBC","Kroll Background America in 2013 Kroll Background America Hackers stole millions of social security numbers - including Michelle Obama's - from 3 large US data brokers 1,000,000 Tech Hacked 3. Credit card information http://www.usatoday.com/story/cybertruth/2013/09/26/lexisnexis-dunn--bradstreet-altegrity-hacked/2878769/, http://www.reuters.com/article/2013/09/26/us-cyberattacks-databrokers-idUSBRE98P03220130926, http://www.bbc.co.uk/news/technology-24284277 USA Today, Reuters, BBC",kroll background america kroll background america hacker stole million social security number including michelle obamas large u data broker tech hacked credit card information usa today reuters bbc,28,0,0.9175741825363987,0.19489964210549182,-0.011123655117417015,Breach Cluster 0
