Kilometres,Zone,Bonus,Make,Insured,Claims,Payment,Cluster
2,5,4,6,151.72,7,16448,0
2,5,4,7,50.32,5,17564,0
2,5,4,8,11.86,2,36323,0
2,5,4,9,1513.6,94,391430,0
2,5,5,1,290.33,17,99863,0
2,5,5,2,56.82,2,9871,0
2,5,5,3,32.05,0,0,0
2,5,5,4,41.54,0,0,0
2,5,5,5,77.17,5,49022,0
2,5,5,6,167.47,7,20196,0
2,5,5,7,81.9,6,72912,0
2,5,5,8,28.4,2,8215,0
2,5,5,9,1872.74,116,725258,0
2,5,6,1,608.43,29,81371,0
2,5,6,2,128.85,8,16730,0
2,5,6,3,96.56,3,13046,0
2,5,6,4,43.29,1,390,0
2,5,6,5,149.8,7,12686,0
2,5,6,6,265.29,11,45599,0
2,5,6,7,135.47,16,41245,0
2,5,6,8,55.22,6,70624,0
2,5,6,9,3457.83,162,764745,0
2,5,7,1,3359.9,122,604369,0
2,5,7,2,606.13,27,142803,0
2,5,7,3,610.72,16,109950,0
2,5,7,4,207.66,6,36294,0
2,5,7,5,728.55,34,120719,0
2,5,7,6,1353.85,50,293518,0
2,5,7,7,736.44,18,47691,0
2,5,7,8,257.73,7,51190,0
2,5,7,9,16948.62,616,3131530,0
2,6,1,1,572.91,85,404731,0
2,6,1,2,44.41,2,2524,0
2,6,1,3,23.13,1,5192,0
2,6,1,4,197.5,8,46327,0
2,6,1,5,138.07,19,118047,0
2,6,1,6,444.98,50,355284,0
2,6,1,7,84.17,14,66584,0
2,6,1,8,30.55,3,5871,0
2,6,1,9,4295.2,484,2540690,0
2,6,2,1,503.2,51,272422,0
2,6,2,2,54.76,3,7805,0
2,6,2,3,20.94,0,0,0
2,6,2,4,155.64,8,54065,0
2,6,2,5,121.24,14,77633,0
2,6,2,6,455.65,33,155704,0
2,6,2,7,86.44,4,7725,0
2,6,2,8,35.3,3,44018,0
2,6,2,9,3990.8,284,1423093,0
2,6,3,1,507.75,35,169303,0
2,6,3,2,55.57,1,8610,0
2,6,3,3,22.76,0,0,0
2,6,3,4,106.79,3,6486,0
2,6,3,5,104.27,7,18043,0
2,6,3,6,372.07,10,53188,0
2,6,3,7,76.26,3,4736,0
2,6,3,8,35.48,2,2289,0
2,6,3,9,3470.02,224,1013321,0
2,6,4,1,455.0,23,67152,0
2,6,4,2,70.27,3,6864,0
2,6,4,3,28.52,0,0,0
2,6,4,4,92.99,2,32158,0
2,6,4,5,89.64,3,4864,0
2,6,4,6,285.72,10,49974,0
2,6,4,7,90.15,5,54362,0
2,6,4,8,42.98,3,6623,0
2,6,4,9,2926.5,138,597450,0
2,6,5,1,518.47,21,118651,0
2,6,5,2,96.83,4,9580,0
2,6,5,3,58.16,1,3521,0
2,6,5,4,77.26,0,0,0
2,6,5,5,122.15,12,40820,0
2,6,5,6,301.84,9,81184,0
2,6,5,7,100.55,5,11208,0
2,6,5,8,66.47,4,39787,0
2,6,5,9,3279.28,146,756142,0
2,6,6,1,992.33,44,278171,0
2,6,6,2,209.98,6,71372,0
2,6,6,3,165.79,4,55283,0
2,6,6,4,80.16,4,10539,0
2,6,6,5,247.97,11,86405,0
2,6,6,6,546.95,24,80714,0
2,6,6,7,199.47,4,9307,0
2,6,6,8,137.44,5,40319,0
2,6,6,9,5716.97,211,1097124,0
2,6,7,1,6871.94,219,1148035,0
2,6,7,2,1358.02,47,177092,0
2,6,7,3,1305.97,25,142010,0
2,6,7,4,417.82,9,19434,0
2,6,7,5,1507.58,51,233769,0
2,6,7,6,3172.45,55,321914,0
2,6,7,7,1369.78,54,391112,0
2,6,7,8,792.12,24,127778,0
2,6,7,9,35319.16,1037,5765190,1
2,7,1,1,36.94,6,15613,0
2,7,1,2,3.06,0,0,0
2,7,1,3,2.02,0,0,0
2,7,1,4,28.33,1,3005,0
2,7,1,5,9.02,0,0,0
2,7,1,6,20.84,4,5072,0
2,7,1,7,4.48,0,0,0
2,7,1,8,1.68,0,0,0
2,7,1,9,342.29,26,157981,0
2,7,2,1,33.57,3,6068,0
2,7,2,2,9.92,0,0,0
2,7,2,3,1.3,0,0,0
2,7,2,4,22.69,1,1410,0
2,7,2,5,10.46,2,33342,0
2,7,2,6,24.96,1,4059,0
2,7,2,7,5.1,0,0,0
2,7,2,8,3.26,0,0,0
2,7,2,9,349.42,15,145126,0
2,7,3,1,35.15,1,2200,0
2,7,3,2,8.06,0,0,0
2,7,3,3,1.96,0,0,0
2,7,3,4,18.8,1,1588,0
2,7,3,5,5.05,0,0,0
2,7,3,6,18.54,1,31442,0
2,7,3,7,8.4,1,2800,0
2,7,3,8,0.35,0,0,0
2,7,3,9,292.05,13,23491,0
2,7,4,1,27.49,1,1329,0
2,7,4,2,4.95,0,0,0
2,7,4,3,2.11,0,0,0
2,7,4,4,8.96,0,0,0
2,7,4,5,6.14,1,1916,0
2,7,4,6,17.98,0,0,0
2,7,4,7,2.68,0,0,0
2,7,4,8,1.64,0,0,0
2,7,4,9,258.15,5,15880,0
2,7,5,1,38.56,3,12590,0
2,7,5,2,10.75,0,0,0
2,7,5,3,3.11,0,0,0
2,7,5,4,8.92,0,0,0
2,7,5,5,4.96,0,0,0
2,7,5,6,17.21,0,0,0
2,7,5,7,6.31,0,0,0
2,7,5,8,2.5,0,0,0
2,7,5,9,267.12,8,11642,0
2,7,6,1,63.98,2,6574,0
2,7,6,2,16.87,4,7333,0
2,7,6,3,6.9,0,0,0
2,7,6,4,8.68,0,0,0
2,7,6,5,11.99,0,0,0
2,7,6,6,24.08,0,0,0
2,7,6,7,13.38,0,0,0
2,7,6,8,6.54,0,0,0
2,7,6,9,453.04,9,81464,0
2,7,7,1,420.95,7,16802,0
2,7,7,2,126.12,1,6020,0
2,7,7,3,39.14,1,1012,0
2,7,7,4,59.08,1,3580,0
2,7,7,5,81.78,3,3065,0
2,7,7,6,193.89,3,32827,0
2,7,7,7,71.27,1,603,0
2,7,7,8,31.36,1,1021,0
2,7,7,9,2873.7,69,381570,0
3,1,1,1,213.38,53,244561,0
3,1,1,2,76.97,26,187544,0
3,1,1,3,60.42,8,18624,0
3,1,1,4,60.89,10,81052,0
3,1,1,5,53.3,10,52745,0
3,1,1,6,104.58,13,168471,0
3,1,1,7,24.92,4,5100,0
3,1,1,8,12.91,3,42372,0
3,1,1,9,2375.34,456,1911772,0
3,1,2,1,276.13,28,106668,0
3,1,2,2,73.41,14,30232,0
3,1,2,3,69.26,14,61941,0
3,1,2,4,73.29,5,66851,0
3,1,2,5,52.25,7,57304,0
3,1,2,6,139.64,9,59193,0
3,1,2,7,42.93,3,5646,0
3,1,2,8,13.03,0,0,0
3,1,2,9,2472.22,297,1413344,0
3,1,3,1,299.1,36,196119,0
3,1,3,2,87.6,11,55966,0
3,1,3,3,67.91,6,13026,0
3,1,3,4,65.39,2,2186,0
3,1,3,5,60.44,8,23091,0
3,1,3,6,135.85,6,74018,0
3,1,3,7,48.67,2,3044,0
3,1,3,8,16.35,3,12589,0
3,1,3,9,2411.79,256,1266725,0
3,1,4,1,336.16,29,98220,0
3,1,4,2,119.03,9,61145,0
3,1,4,3,75.71,3,16285,0
3,1,4,4,44.78,0,0,0
3,1,4,5,69.52,11,67180,0
3,1,4,6,115.91,10,25912,0
3,1,4,7,59.11,2,3783,0
3,1,4,8,18.65,0,0,0
3,1,4,9,2419.59,209,905418,0
3,1,5,1,480.43,41,129476,0
3,1,5,2,164.22,16,133759,0
3,1,5,3,123.44,7,48811,0
3,1,5,4,50.82,2,4868,0
3,1,5,5,102.56,3,13127,0
3,1,5,6,159.79,15,44864,0
3,1,5,7,73.37,9,56128,0
3,1,5,8,32.92,2,1512,0
3,1,5,9,3214.83,274,1088795,0
3,1,6,1,1110.72,84,399470,0
3,1,6,2,327.3,32,100742,0
3,1,6,3,300.23,47,234344,0
3,1,6,4,52.79,2,6842,0
3,1,6,5,209.45,23,67428,0
3,1,6,6,303.79,20,70487,0
3,1,6,7,184.93,16,90830,0
3,1,6,8,62.38,2,62884,0
3,1,6,9,6151.48,625,3050824,0
3,1,7,1,4918.02,236,1326307,0
3,1,7,2,1398.19,72,342421,0
3,1,7,3,2349.67,45,142660,0
3,1,7,4,252.36,15,25307,0
3,1,7,5,881.09,52,195295,0
3,1,7,6,1520.51,58,307753,0
3,1,7,7,867.16,45,110181,0
3,1,7,8,306.0,7,68657,0
3,1,7,9,26905.35,1481,6783057,1
3,2,1,1,230.25,30,169977,0
3,2,1,2,52.01,6,49480,0
3,2,1,3,42.02,6,19600,0
3,2,1,4,72.26,10,15713,0
3,2,1,5,63.55,10,45597,0
3,2,1,6,140.48,10,24925,0
3,2,1,7,41.12,7,29069,0
3,2,1,8,15.44,4,19159,0
3,2,1,9,2136.64,283,1188075,0
3,2,2,1,304.17,33,230024,0
3,2,2,2,74.05,9,25481,0
3,2,2,3,44.9,3,7212,0
3,2,2,4,74.01,1,700,0
3,2,2,5,71.95,7,12796,0
3,2,2,6,201.2,13,30337,0
3,2,2,7,49.51,4,35898,0
3,2,2,8,11.53,1,5716,0
3,2,2,9,2535.1,241,1050750,0
3,2,3,1,346.82,28,127469,0
3,2,3,2,74.87,13,71451,0
3,2,3,3,49.48,6,18584,0
3,2,3,4,67.62,4,11510,0
3,2,3,5,75.8,11,59922,0
3,2,3,6,211.42,12,52349,0
3,2,3,7,58.59,6,19142,0
3,2,3,8,21.15,1,309,0
3,2,3,9,2607.48,222,986926,0
3,2,4,1,398.7,30,121008,0
3,2,4,2,115.52,13,31036,0
3,2,4,3,61.44,5,15124,0
3,2,4,4,46.99,2,4809,0
3,2,4,5,81.79,9,79729,0
3,2,4,6,178.98,16,57389,0
3,2,4,7,73.74,4,13266,0
3,2,4,8,21.73,2,6506,0
3,2,4,9,2804.47,185,983263,0
3,2,5,1,577.94,44,164565,0
3,2,5,2,186.56,17,37312,0
3,2,5,3,99.25,5,70395,0
3,2,5,4,37.92,2,3340,0
3,2,5,5,114.6,12,36371,0
3,2,5,6,231.48,8,12793,0
3,2,5,7,112.71,3,7993,0
3,2,5,8,49.52,1,7647,0
3,2,5,9,3785.59,255,1135808,0
3,2,6,1,1204.54,64,297189,0
3,2,6,2,348.05,20,87441,0
3,2,6,3,318.67,21,132964,0
3,2,6,4,59.64,2,2113,0
3,2,6,5,233.04,14,55184,0
3,2,6,6,401.81,21,79575,0
3,2,6,7,229.04,16,63658,0
3,2,6,8,113.66,5,69056,0
3,2,6,9,7232.56,477,2168736,0
3,2,7,1,6206.24,291,1529817,0
3,2,7,2,1778.53,97,442424,0
3,2,7,3,1574.59,60,408143,0
3,2,7,4,257.82,12,34524,0
3,2,7,5,1214.18,67,253711,0
3,2,7,6,1992.86,65,250177,0
3,2,7,7,1295.2,52,296108,0
3,2,7,8,502.83,27,92809,0
3,2,7,9,33844.51,1504,7698320,1
3,3,1,1,252.96,35,165902,0
3,3,1,2,55.7,6,15001,0
3,3,1,3,42.39,5,19085,0
3,3,1,4,61.57,7,47058,0
3,3,1,5,76.42,18,103398,0
3,3,1,6,171.47,18,101601,0
3,3,1,7,37.76,5,7103,0
3,3,1,8,14.17,1,31442,0
3,3,1,9,2164.34,294,1266124,0
3,3,2,1,354.49,43,270211,0
3,3,2,2,56.21,7,45695,0
3,3,2,3,33.16,1,6939,0
3,3,2,4,72.74,5,12904,0
3,3,2,5,88.73,11,26769,0
3,3,2,6,257.15,19,67830,0
3,3,2,7,55.78,6,21727,0
3,3,2,8,26.57,2,7009,0
3,3,2,9,2691.01,234,1261608,0
3,3,3,1,388.74,25,131184,0
3,3,3,2,71.36,7,44201,0
3,3,3,3,38.48,1,4375,0
3,3,3,4,71.03,2,5964,0
3,3,3,5,86.96,11,42621,0
3,3,3,6,250.19,20,173266,0
3,3,3,7,75.0,6,39333,0
3,3,3,8,34.92,5,22418,0
3,3,3,9,2786.03,190,858717,0
3,3,4,1,449.5,29,195168,0
3,3,4,2,106.66,7,51072,0
3,3,4,3,50.85,3,34954,0
3,3,4,4,49.51,2,11339,0
3,3,4,5,93.52,3,4737,0
3,3,4,6,229.73,14,69250,0
3,3,4,7,93.86,6,23703,0
3,3,4,8,35.25,2,33142,0
3,3,4,9,2823.71,174,804353,0
3,3,5,1,623.39,41,164990,0
3,3,5,2,165.36,8,49197,0
3,3,5,3,107.24,6,9345,0
3,3,5,4,53.95,2,4256,0
3,3,5,5,115.89,13,33965,0
3,3,5,6,289.39,14,64812,0
3,3,5,7,130.94,9,58316,0
3,3,5,8,68.28,3,5923,0
3,3,5,9,3795.31,233,1102967,0
3,3,6,1,1211.8,55,204035,0
3,3,6,2,331.56,27,160170,0
3,3,6,3,244.41,21,112398,0
3,3,6,4,69.85,4,7558,0
3,3,6,5,285.97,13,72538,0
3,3,6,6,501.96,17,79132,0
3,3,6,7,260.81,16,66095,0
3,3,6,8,140.81,11,99429,0
3,3,6,9,6982.23,418,2296256,0
3,3,7,1,6637.23,243,1109910,0
3,3,7,2,1681.52,71,377529,0
3,3,7,3,1688.25,47,211505,0
3,3,7,4,319.83,6,49844,0
3,3,7,5,1402.18,55,204355,0
3,3,7,6,2650.35,76,436313,0
3,3,7,7,1414.4,56,314402,0
3,3,7,8,821.8,32,244466,0
3,3,7,9,36595.09,1462,7765626,1
3,4,1,1,559.52,82,333333,0
3,4,1,2,79.18,9,83389,0
3,4,1,3,52.97,5,10472,0
3,4,1,4,139.86,4,13468,0
3,4,1,5,125.06,21,139195,0
3,4,1,6,395.86,34,101041,0
3,4,1,7,65.27,4,13716,0
3,4,1,8,25.95,3,14203,0
3,4,1,9,4174.3,477,2028574,0
3,4,2,1,759.38,75,461748,0
3,4,2,2,95.99,9,12058,0
3,4,2,3,61.91,2,10300,0
3,4,2,4,162.43,7,38966,0
3,4,2,5,171.4,17,79870,0
3,4,2,6,581.13,31,233888,0
3,4,2,7,141.7,11,85892,0
3,4,2,8,33.05,3,13031,0
3,4,2,9,5179.78,407,2133862,0
3,4,3,1,882.28,67,325944,0
3,4,3,2,140.89,6,22634,0
3,4,3,3,80.68,1,3416,0
3,4,3,4,120.58,3,70053,0
3,4,3,5,168.89,12,23087,0
3,4,3,6,566.4,24,143467,0
3,4,3,7,141.85,13,34102,0
3,4,3,8,59.83,5,41928,0
3,4,3,9,5273.39,323,1769366,0
3,4,4,1,930.38,53,294693,0
3,4,4,2,186.23,13,91535,0
3,4,4,3,103.32,2,12215,0
3,4,4,4,95.19,3,36777,0
3,4,4,5,202.06,16,71636,0
3,4,4,6,507.25,21,47506,0
3,4,4,7,153.52,9,81848,0
3,4,4,8,80.05,2,7466,0
3,4,4,9,5361.38,290,1551046,0
3,4,5,1,1240.15,72,441578,0
3,4,5,2,271.62,16,87667,0
3,4,5,3,229.54,14,83355,0
3,4,5,4,95.75,2,8741,0
3,4,5,5,262.73,18,44435,0
3,4,5,6,575.18,17,65613,0
3,4,5,7,240.02,14,28430,0
3,4,5,8,132.37,2,7701,0
3,4,5,9,7316.31,332,2030248,0
3,4,6,1,2278.6,101,444371,0
3,4,6,2,587.8,31,122651,0
3,4,6,3,504.36,14,103196,0
3,4,6,4,124.82,2,31519,0
3,4,6,5,520.21,26,116043,0
3,4,6,6,969.68,40,193661,0
3,4,6,7,483.93,22,64380,0
3,4,6,8,317.12,15,150041,0
3,4,6,9,13375.57,616,3207923,0
3,4,7,1,14598.67,444,2526990,0
3,4,7,2,3769.94,118,775364,0
3,4,7,3,3657.95,104,731869,0
3,4,7,4,639.63,8,13695,0
3,4,7,5,3018.7,95,485071,0
3,4,7,6,6256.55,150,730785,0
3,4,7,7,2890.19,115,676893,0
3,4,7,8,2160.0,55,380519,0
3,4,7,9,79614.96,2548,13203616,1
3,5,1,1,66.18,11,86991,0
3,5,1,2,12.2,2,4206,0
3,5,1,3,10.46,0,0,0
3,5,1,4,12.55,1,31442,0
3,5,1,5,16.22,1,617,0
3,5,1,6,45.16,1,1606,0
3,5,1,7,10.26,4,8787,0
3,5,1,8,8.14,0,0,0
3,5,1,9,582.17,82,288772,0
3,5,2,1,95.88,4,40620,0
3,5,2,2,14.67,1,1234,0
3,5,2,3,9.1,0,0,0
3,5,2,4,14.04,0,0,0
3,5,2,5,23.38,5,10834,0
3,5,2,6,64.73,6,80041,0
3,5,2,7,15.78,0,0,0
3,5,2,8,7.15,0,0,0
3,5,2,9,682.07,66,251890,0
3,5,3,1,106.06,9,52060,0
3,5,3,2,25.79,3,5523,0
3,5,3,3,12.55,1,901,0
3,5,3,4,12.61,1,2693,0
3,5,3,5,28.41,1,1300,0
3,5,3,6,69.25,4,10121,0
3,5,3,7,24.06,0,0,0
3,5,3,8,7.05,0,0,0
3,5,3,9,696.56,44,270042,0
3,5,4,1,122.77,6,40268,0
3,5,4,2,28.66,1,1100,0
3,5,4,3,18.5,1,1855,0
3,5,4,4,10.0,0,0,0
3,5,4,5,29.15,0,0,0
3,5,4,6,71.37,4,11034,0
3,5,4,7,22.78,1,3056,0
3,5,4,8,10.62,2,32355,0
3,5,4,9,741.23,44,249540,0
3,5,5,1,186.4,6,97634,0
3,5,5,2,39.3,2,32030,0
3,5,5,3,31.63,2,6342,0
3,5,5,4,5.84,0,0,0
3,5,5,5,33.94,5,13825,0
3,5,5,6,88.3,2,32833,0
3,5,5,7,36.43,4,3897,0
3,5,5,8,29.33,1,31442,0
3,5,5,9,1017.94,56,268945,0
3,5,6,1,359.83,15,218411,0
3,5,6,2,79.26,10,50649,0
3,5,6,3,73.62,5,8906,0
3,5,6,4,13.33,0,0,0
3,5,6,5,83.2,6,49166,0
3,5,6,6,138.19,4,18433,0
3,5,6,7,79.55,3,12478,0
3,5,6,8,54.94,2,4486,0
3,5,6,9,1941.76,89,319443,0
3,5,7,1,1855.3,65,358790,0
3,5,7,2,457.25,25,217118,0
3,5,7,3,442.87,16,74000,0
3,5,7,4,61.12,2,3887,0
3,5,7,5,367.21,21,109371,0
3,5,7,6,633.37,19,145079,0
3,5,7,7,386.49,14,41905,0
3,5,7,8,252.47,13,92133,0
3,5,7,9,9545.23,396,1983959,0
3,6,1,1,187.75,35,171592,0
3,6,1,2,24.04,4,15092,0
3,6,1,3,13.61,2,32158,0
3,6,1,4,33.47,1,4487,0
3,6,1,5,41.84,8,13586,0
3,6,1,6,136.14,19,42561,0
3,6,1,7,30.6,1,556,0
3,6,1,8,15.77,4,4684,0
3,6,1,9,1238.84,140,720084,0
3,6,2,1,259.57,30,142441,0
3,6,2,2,29.78,1,2640,0
3,6,2,3,16.41,0,0,0
3,6,2,4,37.07,1,9869,0
3,6,2,5,58.8,4,11865,0
3,6,2,6,209.75,8,80833,0
3,6,2,7,48.04,6,17574,0
3,6,2,8,26.94,2,9713,0
3,6,2,9,1626.78,125,470051,0
3,6,3,1,299.91,19,169849,0
3,6,3,2,28.45,0,0,0
3,6,3,3,22.83,0,0,0
3,6,3,4,30.88,0,0,0
3,6,3,5,54.01,4,4943,0
3,6,3,6,181.06,11,42891,0
3,6,3,7,46.17,0,0,0
3,6,3,8,38.09,3,3450,0
3,6,3,9,1632.96,92,403488,0
3,6,4,1,300.59,17,117401,0
3,6,4,2,44.31,5,12173,0
3,6,4,3,28.0,0,0,0
3,6,4,4,19.33,0,0,0
3,6,4,5,53.55,3,5949,0
3,6,4,6,163.02,7,25358,0
3,6,4,7,58.78,5,43236,0
3,6,4,8,46.23,2,1803,0
3,6,4,9,1577.85,80,447128,0
3,6,5,1,385.54,16,110578,0
3,6,5,2,84.29,6,13624,0
3,6,5,3,64.25,1,1518,0
3,6,5,4,23.74,0,0,0
3,6,5,5,78.56,6,20737,0
3,6,5,6,198.91,7,20881,0
3,6,5,7,68.71,2,9151,0
3,6,5,8,61.13,3,18101,0
3,6,5,9,2017.86,112,644496,0
3,6,6,1,772.69,32,120917,0
3,6,6,2,188.97,11,69871,0
3,6,6,3,141.34,4,49093,0
3,6,6,4,35.49,0,0,0
3,6,6,5,160.82,7,53193,0
3,6,6,6,328.78,17,79488,0
3,6,6,7,136.87,11,36441,0
3,6,6,8,155.63,4,35412,0
3,6,6,9,3855.71,164,981465,0
3,6,7,1,4739.07,156,1031429,0
3,6,7,2,1134.37,45,235652,0
3,6,7,3,1078.25,32,168555,0
3,6,7,4,151.43,2,5982,0
3,6,7,5,971.01,35,95823,0
3,6,7,6,1928.14,45,368238,0
3,6,7,7,889.08,27,89649,0
3,6,7,8,900.56,35,228604,0
3,6,7,9,22985.48,799,4265828,1
3,7,1,1,3.39,1,303,0
3,7,1,2,2.34,0,0,0
3,7,1,3,0.8,0,0,0
3,7,1,4,2.49,0,0,0
3,7,1,5,1.34,1,906,0
3,7,1,6,8.71,0,0,0
3,7,1,7,1.63,0,0,0
3,7,1,8,0.15,0,0,0
3,7,1,9,78.57,6,66711,0
3,7,2,1,19.19,0,0,0
3,7,2,2,3.27,0,0,0
3,7,2,3,0.38,0,0,0
3,7,2,4,5.71,1,31442,0
3,7,2,5,4.12,1,31442,0
3,7,2,6,10.07,0,0,0
3,7,2,7,3.24,0,0,0
3,7,2,8,1.28,0,0,0
3,7,2,9,111.66,10,33310,0
3,7,3,1,15.14,1,1441,0
3,7,3,2,4.09,0,0,0
3,7,3,3,0.9,0,0,0
3,7,3,4,1.06,0,0,0
3,7,3,5,2.02,0,0,0
3,7,3,6,6.7,0,0,0
3,7,3,7,1.0,0,0,0
3,7,3,8,0.76,0,0,0
3,7,3,9,105.76,8,14449,0
3,7,4,1,14.41,0,0,0
3,7,4,2,1.92,1,794,0
3,7,4,3,0.96,0,0,0
3,7,4,4,1.16,0,0,0
3,7,4,5,3.85,0,0,0
3,7,4,6,5.92,0,0,0
3,7,4,7,1.9,3,11762,0
3,7,4,8,2.21,0,0,0
3,7,4,9,110.85,5,41333,0
3,7,5,1,14.35,0,0,0
3,7,5,2,4.57,0,0,0
3,7,5,3,3.34,0,0,0
3,7,5,4,3.56,0,0,0
3,7,5,5,7.44,0,0,0
3,7,5,6,13.81,0,0,0
3,7,5,7,4.92,0,0,0
3,7,5,8,1.16,0,0,0
3,7,5,9,146.21,7,49986,0
3,7,6,1,31.22,2,4738,0
3,7,6,2,14.4,0,0,0
3,7,6,3,4.81,0,0,0
3,7,6,4,6.03,0,0,0
3,7,6,5,4.25,2,2063,0
3,7,6,6,13.08,1,1769,0
3,7,6,7,10.27,0,0,0
3,7,6,8,6.33,0,0,0
3,7,6,9,292.33,10,22382,0
3,7,7,1,288.36,12,41206,0
3,7,7,2,84.68,1,1200,0
3,7,7,3,29.99,1,31442,0
3,7,7,4,19.07,1,3608,0
3,7,7,5,37.96,1,1455,0
3,7,7,6,113.33,2,7618,0
3,7,7,7,40.84,2,34979,0
3,7,7,8,34.87,0,0,0
3,7,7,9,1720.36,57,226934,0
4,1,1,1,49.31,11,23218,0
4,1,1,2,22.93,6,14940,0
4,1,1,3,34.01,9,101091,0
4,1,1,4,6.08,0,0,0
4,1,1,5,17.77,4,4164,0
4,1,1,6,18.59,1,3044,0
4,1,1,7,3.89,0,0,0
4,1,1,8,4.31,1,400,0
4,1,1,9,601.75,103,381138,0
4,1,2,1,77.53,6,16812,0
4,1,2,2,29.09,5,9656,0
4,1,2,3,36.39,6,10543,0
4,1,2,4,11.32,1,8231,0
4,1,2,5,18.74,3,4571,0
4,1,2,6,32.02,3,38542,0
4,1,2,7,13.62,1,954,0
4,1,2,8,3.73,0,0,0
4,1,2,9,735.71,86,391512,0
4,1,3,1,85.77,4,14451,0
4,1,3,2,36.08,2,3784,0
4,1,3,3,34.31,6,8274,0
4,1,3,4,12.01,1,917,0
4,1,3,5,19.1,4,14439,0
4,1,3,6,32.8,4,12608,0
4,1,3,7,18.59,1,900,0
4,1,3,8,8.54,3,4956,0
4,1,3,9,729.62,88,599538,0
4,1,4,1,105.73,15,90111,0
4,1,4,2,35.14,6,38663,0
4,1,4,3,53.38,1,3000,0
4,1,4,4,6.89,1,4686,0
4,1,4,5,18.19,3,3372,0
4,1,4,6,34.63,2,3178,0
4,1,4,7,16.77,0,0,0
4,1,4,8,11.75,0,0,0
4,1,4,9,766.14,71,430373,0
4,1,5,1,166.1,7,40729,0
4,1,5,2,66.54,5,43356,0
4,1,5,3,48.99,7,17562,0
4,1,5,4,10.91,1,993,0
4,1,5,5,32.5,5,47591,0
4,1,5,6,53.9,4,15205,0
4,1,5,7,17.88,2,8643,0
4,1,5,8,17.04,2,3314,0
4,1,5,9,1064.66,96,403899,0
4,1,6,1,344.68,32,184118,0
4,1,6,2,125.36,15,34894,0
4,1,6,3,130.03,11,66353,0
4,1,6,4,15.0,0,0,0
4,1,6,5,73.29,10,122551,0
4,1,6,6,95.16,4,9655,0
4,1,6,7,51.85,3,33098,0
4,1,6,8,35.32,5,12104,0
4,1,6,9,2154.39,173,702215,0
4,1,7,1,1528.57,87,483084,0
4,1,7,2,567.56,35,209646,0
4,1,7,3,563.23,34,107767,0
4,1,7,4,65.95,3,12950,0
4,1,7,5,278.46,24,93032,0
4,1,7,6,395.47,10,27088,0
4,1,7,7,230.9,5,22495,0
4,1,7,8,163.53,8,27401,0
4,1,7,9,8738.13,520,2437429,0
4,2,1,1,52.42,9,50023,0
4,2,1,2,18.13,3,33786,0
4,2,1,3,13.45,0,0,0
4,2,1,4,7.31,2,6906,0
4,2,1,5,17.93,7,18501,0
4,2,1,6,35.36,2,5317,0
4,2,1,7,10.18,2,1329,0
4,2,1,8,3.66,2,3465,0
4,2,1,9,510.14,83,357640,0
4,2,2,1,73.64,7,45054,0
4,2,2,2,25.83,4,12796,0
4,2,2,3,17.27,1,148,0
4,2,2,4,14.44,0,0,0
4,2,2,5,23.46,2,6103,0
4,2,2,6,58.09,5,36882,0
4,2,2,7,20.45,2,4383,0
4,2,2,8,6.65,0,0,0
4,2,2,9,720.52,98,456585,0
4,2,3,1,126.64,11,28994,0
4,2,3,2,35.86,4,8066,0
4,2,3,3,21.01,2,10160,0
4,2,3,4,16.24,0,0,0
4,2,3,5,19.53,1,6861,0
4,2,3,6,56.42,3,7874,0
4,2,3,7,26.02,3,10624,0
4,2,3,8,10.09,2,6237,0
4,2,3,9,855.76,62,303872,0
4,2,4,1,138.08,16,134301,0
4,2,4,2,41.49,3,7068,0
4,2,4,3,34.65,3,38011,0
4,2,4,4,12.24,0,0,0
4,2,4,5,24.21,6,25737,0
4,2,4,6,54.79,2,2560,0
4,2,4,7,34.39,2,34833,0
4,2,4,8,12.31,0,0,0
4,2,4,9,903.99,70,360223,0
4,2,5,1,199.99,14,66020,0
4,2,5,2,67.63,8,23998,0
4,2,5,3,44.13,1,2288,0
4,2,5,4,12.04,0,0,0
4,2,5,5,37.01,2,5688,0
4,2,5,6,67.39,4,5756,0
4,2,5,7,38.42,3,4812,0
4,2,5,8,20.27,4,36477,0
4,2,5,9,1305.83,99,321088,0
4,2,6,1,452.94,31,97902,0
4,2,6,2,166.21,17,158030,0
4,2,6,3,127.04,10,66279,0
4,2,6,4,16.52,1,1800,0
4,2,6,5,91.55,8,9753,0
4,2,6,6,135.02,3,8171,0
4,2,6,7,83.37,7,14223,0
4,2,6,8,65.8,1,4332,0
4,2,6,9,2702.27,157,912421,0
4,2,7,1,2110.59,107,595146,0
4,2,7,2,708.77,43,155553,0
4,2,7,3,717.74,28,222823,0
4,2,7,4,55.84,2,5417,0
4,2,7,5,403.75,21,52327,0
4,2,7,6,630.8,30,78258,0
4,2,7,7,410.91,26,73043,0
4,2,7,8,328.26,5,14963,0
4,2,7,9,12169.67,598,3223609,0
4,3,1,1,70.13,12,55595,0
4,3,1,2,17.58,1,8064,0
4,3,1,3,23.46,2,6214,0
4,3,1,4,11.23,1,8670,0
4,3,1,5,13.24,3,2138,0
4,3,1,6,47.61,5,12105,0
4,3,1,7,11.87,0,0,0
4,3,1,8,5.77,0,0,0
4,3,1,9,499.28,52,237894,0
4,3,2,1,112.86,11,25656,0
