ID,Age,Vol,combined_text,Cluster
3.1.13,60.0,458.0,3.1.13,2
3.1.13,70.0,630.0,3.1.13,2
3.1.13,80.0,776.0,3.1.13,2
3.1.13,90.0,931.0,3.1.13,2
3.1.13,100.0,1073.0,3.1.13,2
3.1.13,110.0,1226.0,3.1.13,2
3.1.13,120.0,1381.0,3.1.13,2
3.1.13,130.0,1547.0,3.1.13,2
3.1.13,140.0,1736.0,3.1.13,2
3.1.14,9.38,2.0,3.1.14,0
3.1.14,19.37,11.0,3.1.14,0
3.1.14,29.37,32.0,3.1.14,0
3.1.14,39.38,64.0,3.1.14,0
3.1.14,49.38,104.0,3.1.14,0
3.1.14,59.38,155.0,3.1.14,0
3.1.14,69.37,209.0,3.1.14,0
3.1.14,79.37,257.0,3.1.14,0
3.1.14,89.37,314.0,3.1.14,0
3.1.14,99.37,351.0,3.1.14,0
3.1.14,109.37,404.0,3.1.14,0
3.1.14,119.37,446.0,3.1.14,0
3.1.14,129.37,503.0,3.1.14,0
3.1.14,139.37,555.0,3.1.14,0
3.1.15,4.62,1.0,3.1.15,0
3.1.15,14.62,9.0,3.1.15,0
3.1.15,24.62,33.0,3.1.15,0
3.1.15,34.62,74.0,3.1.15,0
3.1.15,44.62,135.0,3.1.15,0
3.1.15,54.62,209.0,3.1.15,0
3.1.15,64.62,289.0,3.1.15,0
3.1.15,74.62,371.0,3.1.15,0
3.1.15,84.62,464.0,3.1.15,0
3.1.15,94.62,556.0,3.1.15,0
3.1.15,104.62,635.0,3.1.15,0
3.1.15,114.62,727.0,3.1.15,0
3.1.15,124.62,823.0,3.1.15,0
3.1.15,134.62,921.0,3.1.15,0
3.1.16,8.95,4.0,3.1.16,0
3.1.16,18.95,18.0,3.1.16,0
3.1.16,28.95,61.0,3.1.16,0
3.1.16,38.95,119.0,3.1.16,0
3.1.16,48.95,196.0,3.1.16,0
3.1.16,58.95,297.0,3.1.16,0
3.1.16,68.95,424.0,3.1.16,0
3.1.16,78.95,541.0,3.1.16,0
3.1.16,88.95,671.0,3.1.16,0
3.1.16,98.95,808.0,3.1.16,0
3.1.16,108.95,925.0,3.1.16,0
3.1.16,118.95,1073.0,3.1.16,0
3.1.16,128.95,1184.0,3.1.16,0
3.1.16,138.95,1321.0,3.1.16,0
3.3.13,9.6,6.0,3.3.13,2
3.3.13,19.6,22.0,3.3.13,2
3.3.13,29.6,59.0,3.3.13,2
3.3.13,39.6,115.0,3.3.13,2
3.3.13,49.6,204.0,3.3.13,2
3.3.13,59.6,308.0,3.3.13,2
3.3.13,69.6,410.0,3.3.13,2
3.3.13,79.6,512.0,3.3.13,2
3.3.13,89.6,613.0,3.3.13,2
3.3.13,99.6,700.0,3.3.13,2
3.3.13,109.6,788.0,3.3.13,2
3.3.14,10.0,5.0,3.3.14,0
3.3.14,20.0,21.0,3.3.14,0
3.3.14,30.0,68.0,3.3.14,0
3.3.14,40.0,139.0,3.3.14,0
3.3.14,50.0,232.0,3.3.14,0
3.3.14,60.0,326.0,3.3.14,0
3.3.14,70.0,409.0,3.3.14,0
3.3.14,80.0,505.0,3.3.14,0
3.3.14,90.0,602.0,3.3.14,0
3.3.14,100.0,694.0,3.3.14,0
3.4.3,1.11,0.4,3.4.3,0
3.4.3,11.11,7.0,3.4.3,0
3.4.3,21.11,22.0,3.4.3,0
3.4.3,31.11,57.0,3.4.3,0
3.4.3,41.11,103.0,3.4.3,0
3.4.3,51.11,160.0,3.4.3,0
3.4.3,61.11,220.0,3.4.3,0
3.4.3,71.11,289.0,3.4.3,0
3.4.3,81.11,387.0,3.4.3,0
3.4.3,91.11,465.0,3.4.3,0
3.4.3,101.11,524.0,3.4.3,0
3.4.4,7.37,2.0,3.4.4,0
3.4.4,17.37,13.0,3.4.4,0
3.4.4,27.37,46.0,3.4.4,0
3.4.4,37.37,101.0,3.4.4,0
3.4.4,47.37,166.0,3.4.4,0
3.4.4,57.37,246.0,3.4.4,0
3.4.4,67.37,315.0,3.4.4,0
3.4.4,77.37,462.0,3.4.4,0
3.4.4,87.37,635.0,3.4.4,0
3.4.4,97.37,791.0,3.4.4,0
3.4.4,107.37,951.0,3.4.4,0
3.5.1,8.8,3.0,3.5.1,0
3.5.1,18.8,14.0,3.5.1,0
3.5.1,28.8,63.0,3.5.1,0
3.5.1,38.8,118.0,3.5.1,0
3.5.1,48.8,181.0,3.5.1,0
3.5.1,58.8,255.0,3.5.1,0
3.5.1,68.8,324.0,3.5.1,0
3.5.1,78.8,390.0,3.5.1,0
3.5.20,5.0,1.0,3.5.20,0
3.5.20,15.0,9.0,3.5.20,0
3.5.20,25.0,32.0,3.5.20,0
3.5.20,35.0,72.0,3.5.20,0
3.5.20,45.0,115.0,3.5.20,0
3.5.20,55.0,172.0,3.5.20,0
3.5.20,65.0,247.0,3.5.20,0
3.5.20,75.0,320.0,3.5.20,0
3.5.20,85.0,392.0,3.5.20,0
3.5.20,95.0,493.0,3.5.20,0
3.5.27,5.0,1.0,3.5.27,0
3.5.27,15.0,5.0,3.5.27,0
3.5.27,25.0,18.0,3.5.27,0
3.5.27,35.0,43.0,3.5.27,0
3.5.27,45.0,97.0,3.5.27,0
3.5.27,55.0,182.0,3.5.27,0
3.5.27,65.0,299.0,3.5.27,0
3.5.27,75.0,446.0,3.5.27,0
3.5.27,85.0,583.0,3.5.27,0
3.5.27,95.0,717.0,3.5.27,0
3.5.27,105.0,870.0,3.5.27,0
3.5.27,115.0,1028.0,3.5.27,0
3.5.27,125.0,1223.0,3.5.27,0
3.5.28,9.41,2.0,3.5.28,0
3.5.28,19.41,11.0,3.5.28,0
3.5.28,29.41,30.0,3.5.28,0
3.5.28,39.41,84.0,3.5.28,0
3.5.28,49.41,189.0,3.5.28,0
3.5.28,59.41,325.0,3.5.28,0
3.5.28,69.41,476.0,3.5.28,0
3.5.28,79.41,636.0,3.5.28,0
3.5.28,89.41,790.0,3.5.28,0
3.5.28,99.41,906.0,3.5.28,0
3.5.28,109.41,1026.0,3.5.28,0
3.5.28,119.41,1119.0,3.5.28,0
3.5.28,129.41,1235.0,3.5.28,0
3.5.29,4.17,1.0,3.5.29,0
3.5.29,14.17,3.0,3.5.29,0
3.5.29,24.17,13.0,3.5.29,0
3.5.29,34.17,35.0,3.5.29,0
3.5.29,44.17,70.0,3.5.29,0
3.5.29,54.17,122.0,3.5.29,0
3.5.29,64.17,179.0,3.5.29,0
3.5.29,74.17,251.0,3.5.29,0
3.5.29,84.17,321.0,3.5.29,0
3.5.29,94.17,422.0,3.5.29,0
3.5.29,104.17,504.0,3.5.29,0
3.5.29,114.17,615.0,3.5.29,0
3.5.29,124.17,724.0,3.5.29,0
3.5.29,134.17,838.0,3.5.29,0
3.5.30,5.45,1.0,3.5.30,0
3.5.30,15.45,3.0,3.5.30,0
3.5.30,25.45,19.0,3.5.30,0
3.5.30,35.45,60.0,3.5.30,0
3.5.30,45.45,134.0,3.5.30,0
3.5.30,55.45,206.0,3.5.30,0
3.5.30,65.45,278.0,3.5.30,0
3.5.30,75.45,352.0,3.5.30,0
3.5.30,85.45,415.0,3.5.30,0
3.5.30,95.45,505.0,3.5.30,0
3.5.30,105.45,589.0,3.5.30,0
3.5.30,115.45,677.0,3.5.30,0
3.5.30,125.45,795.0,3.5.30,0
3.5.30,135.45,896.0,3.5.30,0
3.5.31,2.5,0.6,3.5.31,0
3.5.31,12.5,11.0,3.5.31,0
3.5.31,22.5,53.0,3.5.31,0
3.5.31,32.5,130.0,3.5.31,0
3.5.31,42.5,210.0,3.5.31,0
3.5.31,52.5,325.0,3.5.31,0
3.5.31,62.5,459.0,3.5.31,0
3.5.31,72.5,610.0,3.5.31,0
3.5.31,82.5,760.0,3.5.31,0
3.5.31,92.5,907.0,3.5.31,0
3.5.31,102.5,1051.0,3.5.31,0
3.5.31,112.5,1211.0,3.5.31,0
3.5.31,122.5,1381.0,3.5.31,0
3.5.31,132.5,1570.0,3.5.31,0
3.6.9,9.2,4.0,3.6.9,0
3.6.9,19.2,16.0,3.6.9,0
3.6.9,29.2,55.0,3.6.9,0
3.6.9,39.2,110.0,3.6.9,0
3.6.9,49.2,174.0,3.6.9,0
3.6.9,59.2,252.0,3.6.9,0
3.6.9,69.2,344.0,3.6.9,0
3.6.9,79.203,441.0,3.6.9,0
3.6.10,9.17,5.0,3.6.10,3
3.6.10,19.17,15.0,3.6.10,3
3.6.10,29.17,44.0,3.6.10,3
3.6.10,39.17,84.0,3.6.10,3
3.6.10,49.17,142.0,3.6.10,3
3.6.10,59.17,208.0,3.6.10,3
3.6.10,69.17,277.0,3.6.10,3
3.6.10,79.17,363.0,3.6.10,3
3.6.10,89.17,463.0,3.6.10,3
3.6.10,99.17,582.0,3.6.10,3
3.7.1,9.2,5.0,3.7.1,0
3.7.1,19.2,24.0,3.7.1,0
3.7.1,29.2,49.0,3.7.1,0
3.7.1,39.2,79.0,3.7.1,0
3.7.1,49.2,120.0,3.7.1,0
3.7.1,59.2,170.0,3.7.1,0
3.7.1,69.2,217.0,3.7.1,0
3.7.1,79.2,272.0,3.7.1,0
3.7.1,89.2,350.0,3.7.1,0
3.7.1,99.2,448.0,3.7.1,0
3.7.1,109.2,555.0,3.7.1,0
3.7.10,8.85,5.0,3.7.10,3
3.7.10,18.85,24.0,3.7.10,3
3.7.10,28.85,61.0,3.7.10,3
3.7.10,38.85,115.0,3.7.10,3
3.7.10,48.85,190.0,3.7.10,3
3.7.10,58.85,257.0,3.7.10,3
3.7.10,68.85,327.0,3.7.10,3
3.7.10,78.85,417.0,3.7.10,3
3.7.10,88.85,536.0,3.7.10,3
3.7.10,98.85,667.0,3.7.10,3
3.7.10,108.85,781.0,3.7.10,3
3.7.10,118.85,912.0,3.7.10,3
3.7.10,128.85,1033.0,3.7.10,3
3.7.10,138.85,1148.0,3.7.10,3
4.5.34,10.0,3.0,4.5.34,0
4.5.34,20.0,13.0,4.5.34,0
4.5.34,30.0,39.0,4.5.34,0
4.5.34,40.0,77.0,4.5.34,0
4.5.34,50.0,110.0,4.5.34,0
4.5.34,60.0,140.0,4.5.34,0
4.5.34,70.0,173.0,4.5.34,0
4.5.34,80.0,222.0,4.5.34,0
4.5.34,90.0,285.0,4.5.34,0
4.5.34,100.0,340.0,4.5.34,0
4.5.35,3.57,0.8,4.5.35,0
4.5.35,13.57,9.0,4.5.35,0
4.5.35,23.57,26.0,4.5.35,0
4.5.35,33.57,70.0,4.5.35,0
4.5.35,43.57,139.0,4.5.35,0
4.5.35,53.57,214.0,4.5.35,0
4.5.35,63.57,286.0,4.5.35,0
4.5.35,73.57,372.0,4.5.35,0
4.5.35,83.57,474.0,4.5.35,0
4.5.35,93.57,569.0,4.5.35,0
4.5.36,9.52,2.8,4.5.36,0
4.5.36,19.52,11.0,4.5.36,0
4.5.36,29.52,24.0,4.5.36,0
4.5.36,39.52,37.0,4.5.36,0
4.5.36,49.52,53.0,4.5.36,0
4.5.36,59.52,74.0,4.5.36,0
4.5.36,69.52,93.0,4.5.36,0
4.5.36,79.52,123.0,4.5.36,0
4.5.36,89.52,152.0,4.5.36,0
4.5.36,99.52,180.0,4.5.36,0
4.5.37,8.33,1.8,4.5.37,0
4.5.37,18.33,9.0,4.5.37,0
4.5.37,28.33,26.0,4.5.37,0
4.5.37,38.33,59.0,4.5.37,0
4.5.37,48.33,99.0,4.5.37,0
4.5.37,58.33,142.0,4.5.37,0
4.5.37,68.33,199.0,4.5.37,0
4.5.37,78.33,250.0,4.5.37,0
4.5.37,88.33,313.0,4.5.37,0
4.5.37,98.33,373.0,4.5.37,0
4.5.37,108.33,436.0,4.5.37,0
4.5.37,118.33,495.0,4.5.37,0
4.5.38,7.22,2.1,4.5.38,0
4.5.38,17.22,9.0,4.5.38,0
4.5.38,27.22,25.0,4.5.38,0
4.5.38,37.22,57.0,4.5.38,0
4.5.38,47.22,97.0,4.5.38,0
4.5.38,57.22,138.0,4.5.38,0
4.5.38,67.22,181.0,4.5.38,0
4.5.38,77.22,232.0,4.5.38,0
4.5.38,87.22,293.0,4.5.38,0
4.5.38,97.22,345.0,4.5.38,0
4.5.38,107.22,423.0,4.5.38,0
4.5.39,9.33,6.9,4.5.39,0
4.5.39,19.33,32.0,4.5.39,0
4.5.39,29.33,71.0,4.5.39,0
4.5.39,39.33,133.0,4.5.39,0
4.5.39,49.33,205.0,4.5.39,0
4.5.39,59.33,302.0,4.5.39,0
4.5.39,69.33,391.0,4.5.39,0
4.5.39,79.33,486.0,4.5.39,0
4.5.39,89.33,604.0,4.5.39,0
4.5.39,99.33,732.0,4.5.39,0
4.5.39,109.33,870.0,4.5.39,0
4.5.40,5.33,1.4,4.5.40,0
4.5.40,15.33,8.0,4.5.40,0
4.5.40,25.33,26.0,4.5.40,0
4.5.40,35.33,60.0,4.5.40,0
4.5.40,45.33,93.0,4.5.40,0
4.5.40,55.33,127.0,4.5.40,0
4.5.40,65.33,146.0,4.5.40,0
4.5.40,75.33,170.0,4.5.40,0
4.5.40,85.33,192.0,4.5.40,0
4.5.40,95.33,220.0,4.5.40,0
4.5.40,105.33,242.0,4.5.40,0
4.5.40,115.33,268.0,4.5.40,0
4.5.40,125.33,287.0,4.5.40,0
4.5.40,135.33,301.0,4.5.40,0
4.5.41,5.0,0.7,4.5.41,0
4.5.41,15.0,4.0,4.5.41,0
4.5.41,25.0,11.0,4.5.41,0
4.5.41,35.0,25.0,4.5.41,0
4.5.41,45.0,46.0,4.5.41,0
4.5.41,55.0,77.0,4.5.41,0
4.5.41,65.0,116.0,4.5.41,0
4.5.41,75.0,160.0,4.5.41,0
4.5.41,85.0,212.0,4.5.41,0
4.5.41,95.0,266.0,4.5.41,0
4.5.41,105.0,333.0,4.5.41,0
4.5.41,115.0,409.0,4.5.41,0
4.5.41,125.0,487.0,4.5.41,0
4.5.41,135.0,565.0,4.5.41,0
4.5.42,6.87,1.6,4.5.42,0
4.5.42,16.87,7.0,4.5.42,0
4.5.42,26.87,16.0,4.5.42,0
4.5.42,36.88,40.0,4.5.42,0
4.5.42,46.88,86.0,4.5.42,0
4.5.42,56.88,137.0,4.5.42,0
4.5.42,66.87,184.0,4.5.42,0
4.5.42,76.87,241.0,4.5.42,0
4.5.42,86.87,305.0,4.5.42,0
4.5.42,96.87,372.0,4.5.42,0
4.5.42,106.87,433.0,4.5.42,0
4.5.42,116.87,503.0,4.5.42,0
4.5.42,126.87,568.0,4.5.42,0
4.5.42,136.87,630.0,4.5.42,0
4.5.43,10.0,5.0,4.5.43,0
4.5.43,20.0,15.0,4.5.43,0
4.5.43,30.0,36.0,4.5.43,0
4.5.43,40.0,79.0,4.5.43,0
4.5.43,50.0,124.0,4.5.43,0
4.5.43,60.0,181.0,4.5.43,0
4.5.43,70.0,244.0,4.5.43,0
4.5.43,80.0,319.0,4.5.43,0
4.5.43,90.0,399.0,4.5.43,0
4.5.43,100.0,508.0,4.5.43,0
4.5.43,110.0,598.0,4.5.43,0
4.5.43,120.0,708.0,4.5.43,0
4.5.43,130.0,859.0,4.5.43,0
4.5.44,8.95,1.6,4.5.44,0
4.5.44,18.95,6.0,4.5.44,0
4.5.44,28.95,14.0,4.5.44,0
4.5.44,38.95,33.0,4.5.44,0
4.5.44,48.95,60.0,4.5.44,0
4.5.44,58.95,88.0,4.5.44,0
4.5.44,68.95,119.0,4.5.44,0
4.5.44,78.95,161.0,4.5.44,0
4.5.44,88.95,199.0,4.5.44,0
4.5.44,98.95,237.0,4.5.44,0
4.5.44,108.95,265.0,4.5.44,0
4.5.44,118.95,302.0,4.5.44,0
4.5.44,128.95,335.0,4.5.44,0
4.5.44,138.95,377.0,4.5.44,0
4.5.45,8.33,2.4,4.5.45,0
4.5.45,18.33,9.0,4.5.45,0
4.5.45,28.33,23.0,4.5.45,0
4.5.45,38.33,45.0,4.5.45,0
4.5.45,48.33,80.0,4.5.45,0
4.5.45,58.33,134.0,4.5.45,0
4.5.45,68.33,183.0,4.5.45,0
4.5.45,78.33,236.0,4.5.45,0
4.5.45,88.33,286.0,4.5.45,0
4.5.45,98.33,351.0,4.5.45,0
4.5.45,108.33,403.0,4.5.45,0
4.5.45,118.33,472.0,4.5.45,0
4.5.45,128.33,593.0,4.5.45,0
4.5.45,138.33,703.0,4.5.45,0
4.5.46,7.06,2.0,4.5.46,0
4.5.46,17.06,12.0,4.5.46,0
4.5.46,27.06,31.0,4.5.46,0
4.5.46,37.06,61.0,4.5.46,0
4.5.46,47.06,99.0,4.5.46,0
4.5.46,57.06,142.0,4.5.46,0
4.5.46,67.06,182.0,4.5.46,0
4.5.46,77.06,241.0,4.5.46,0
4.5.46,87.06,307.0,4.5.46,0
4.5.46,97.06,377.0,4.5.46,0
4.5.46,107.06,436.0,4.5.46,0
4.5.46,117.06,501.0,4.5.46,0
4.5.46,127.06,587.0,4.5.46,0
4.5.46,137.06,698.0,4.5.46,0
4.5.47,9.62,7.4,4.5.47,0
4.5.47,19.62,27.0,4.5.47,0
4.5.47,29.62,56.0,4.5.47,0
4.5.47,39.62,90.0,4.5.47,0
4.5.47,49.62,151.0,4.5.47,0
4.5.47,59.62,236.0,4.5.47,0
4.5.47,69.62,331.0,4.5.47,0
4.5.47,79.62,458.0,4.5.47,0
4.5.47,89.62,563.0,4.5.47,0
4.5.47,99.62,693.0,4.5.47,0
4.5.47,109.62,823.0,4.5.47,0
4.5.47,119.62,974.0,4.5.47,0
4.5.47,129.62,1156.0,4.5.47,0
4.5.47,139.62,1361.0,4.5.47,0
4.5.48,6.15,2.2,4.5.48,0
4.5.48,16.15,17.0,4.5.48,0
4.5.48,26.15,46.0,4.5.48,0
4.5.48,36.15,84.0,4.5.48,0
4.5.48,46.15,132.0,4.5.48,0
4.5.48,56.15,188.0,4.5.48,0
4.5.48,66.15,256.0,4.5.48,0
4.5.48,76.15,321.0,4.5.48,0
4.5.48,86.15,392.0,4.5.48,0
4.5.48,96.15,461.0,4.5.48,0
4.5.48,106.15,508.0,4.5.48,0
4.5.48,116.15,568.0,4.5.48,0
4.5.48,126.15,610.0,4.5.48,0
4.5.48,136.15,668.0,4.5.48,0
4.6.11,7.27,0.9,4.6.11,1
4.6.11,17.27,5.0,4.6.11,1
4.6.11,27.27,16.0,4.6.11,1
4.6.11,37.27,46.0,4.6.11,1
4.6.11,47.27,91.0,4.6.11,1
4.6.11,57.27,147.0,4.6.11,1
4.6.11,67.27,225.0,4.6.11,1
4.6.11,77.27,307.0,4.6.11,1
4.6.11,87.27,378.0,4.6.11,1
4.6.11,97.27,447.0,4.6.11,1
4.6.11,107.27,506.0,4.6.11,1
4.6.11,117.27,550.0,4.6.11,1
4.6.11,127.27,595.0,4.6.11,1
4.6.11,137.27,643.0,4.6.11,1
4.6.12,7.06,1.3,4.6.12,0
4.6.12,17.06,26.0,4.6.12,0
4.6.12,27.06,30.0,4.6.12,0
4.6.12,37.06,56.0,4.6.12,0
4.6.12,47.06,96.0,4.6.12,0
4.6.12,57.06,151.0,4.6.12,0
4.6.12,67.06,220.0,4.6.12,0
4.6.12,77.06,295.0,4.6.12,0
4.6.12,87.06,372.0,4.6.12,0
4.6.12,97.06,476.0,4.6.12,0
4.6.12,107.06,583.0,4.6.12,0
4.6.12,117.06,672.0,4.6.12,0
4.6.12,127.06,781.0,4.6.12,0
4.6.12,137.06,925.0,4.6.12,0
4.7.11,8.42,1.8,4.7.11,1
4.7.11,18.42,12.0,4.7.11,1
4.7.11,28.42,35.0,4.7.11,1
4.7.11,38.42,68.0,4.7.11,1
4.7.11,48.42,111.0,4.7.11,1
4.7.11,58.42,163.0,4.7.11,1
4.7.11,68.42,225.0,4.7.11,1
4.7.13,8.13,2.5,4.7.13,2
4.7.13,18.12,14.0,4.7.13,2
4.7.13,28.12,33.0,4.7.13,2
4.7.13,38.13,61.0,4.7.13,2
4.7.13,48.13,98.0,4.7.13,2
4.7.13,58.13,135.0,4.7.13,2
4.7.13,68.12,177.0,4.7.13,2
4.7.13,78.12,206.0,4.7.13,2
4.7.13,88.12,232.0,4.7.13,2
4.7.13,98.12,271.0,4.7.13,2
4.7.13,108.12,330.0,4.7.13,2
4.7.14,7.5,1.8,4.7.14,0
4.7.14,17.5,18.0,4.7.14,0
4.7.14,27.5,49.0,4.7.14,0
4.7.14,37.5,87.0,4.7.14,0
4.7.14,47.5,125.0,4.7.14,0
4.7.14,57.5,162.0,4.7.14,0
4.7.14,67.5,203.0,4.7.14,0
4.7.14,77.5,250.0,4.7.14,0
4.7.14,87.5,314.0,4.7.14,0
4.7.14,97.5,380.0,4.7.14,0
4.7.14,107.5,458.0,4.7.14,0
4.7.15,9.09,4.7,4.7.15,0
4.7.15,19.09,22.0,4.7.15,0
4.7.15,29.09,56.0,4.7.15,0
4.7.15,39.09,100.0,4.7.15,0
4.7.15,49.09,146.0,4.7.15,0
4.7.15,59.09,199.0,4.7.15,0
4.7.15,69.09,266.0,4.7.15,0
4.7.15,79.09,346.0,4.7.15,0
4.7.15,89.09,446.0,4.7.15,0
4.7.15,99.09,578.0,4.7.15,0
4.7.15,109.09,737.0,4.7.15,0
5.4.8,10.0,5.0,5.4.8,0
5.4.8,20.0,14.0,5.4.8,0
5.4.8,30.0,23.0,5.4.8,0
5.4.8,40.0,39.0,5.4.8,0
5.4.8,50.0,63.0,5.4.8,0
5.4.8,60.0,103.0,5.4.8,0
5.4.8,70.0,153.0,5.4.8,0
5.4.8,80.0,196.0,5.4.8,0
5.4.8,90.0,238.0,5.4.8,0
5.4.8,100.0,265.0,5.4.8,0
5.4.8,110.0,289.0,5.4.8,0
5.4.8,120.0,309.0,5.4.8,0
5.4.8,130.0,327.0,5.4.8,0
5.4.9,9.5,3.0,5.4.9,0
5.4.9,19.5,14.0,5.4.9,0
5.4.9,29.5,31.0,5.4.9,0
5.4.9,39.5,54.0,5.4.9,0
5.4.9,49.5,91.0,5.4.9,0
5.4.9,59.5,146.0,5.4.9,0
5.4.9,69.5,212.0,5.4.9,0
5.4.9,79.5,279.0,5.4.9,0
5.4.9,89.5,353.0,5.4.9,0
5.4.9,99.5,433.0,5.4.9,0
5.4.9,109.5,530.0,5.4.9,0
5.4.9,119.5,616.0,5.4.9,0
5.4.9,129.5,698.0,5.4.9,0
5.4.10,10.0,3.0,5.4.10,3
5.4.10,20.0,12.0,5.4.10,3
5.4.10,30.0,34.0,5.4.10,3
5.4.10,40.0,77.0,5.4.10,3
5.4.10,50.0,131.0,5.4.10,3
5.4.10,60.0,205.0,5.4.10,3
5.4.10,70.0,295.0,5.4.10,3
5.4.10,80.0,403.0,5.4.10,3
5.4.10,90.0,516.0,5.4.10,3
5.4.10,100.0,631.0,5.4.10,3
5.4.10,110.0,775.0,5.4.10,3
5.4.10,120.0,887.0,5.4.10,3
5.4.10,130.0,997.0,5.4.10,3
5.5.32,7.5,1.0,5.5.32,0
5.5.32,17.5,6.0,5.5.32,0
5.5.32,27.5,23.0,5.5.32,0
5.5.32,37.5,47.0,5.5.32,0
5.5.32,47.5,68.0,5.5.32,0
5.5.32,57.5,92.0,5.5.32,0
5.5.32,67.5,117.0,5.5.32,0
5.5.32,77.5,134.0,5.5.32,0
5.5.33,10.0,2.0,5.5.33,0
5.5.33,20.0,7.0,5.5.33,0
5.5.33,30.0,13.0,5.5.33,0
5.5.33,40.0,20.0,5.5.33,0
5.5.33,50.0,30.0,5.5.33,0
5.5.33,60.0,42.0,5.5.33,0
5.5.33,70.0,65.0,5.5.33,0
5.5.33,80.0,96.0,5.5.33,0
5.5.33,90.0,132.0,5.5.33,0
5.5.33,100.0,172.0,5.5.33,0
5.5.33,110.0,206.0,5.5.33,0
5.7.12,5.45,0.8,5.7.12,0
5.7.12,15.45,4.0,5.7.12,0
5.7.12,25.45,11.0,5.7.12,0
5.7.12,35.45,19.0,5.7.12,0
5.7.12,45.45,28.0,5.7.12,0
5.7.12,55.45,43.0,5.7.12,0
5.7.12,65.45,60.0,5.7.12,0
5.7.12,75.45,83.0,5.7.12,0
5.7.12,85.45,109.0,5.7.12,0
5.7.12,95.45,148.0,5.7.12,0
5.7.12,105.45,189.0,5.7.12,0
5.7.20,10.0,2.0,5.7.20,0
5.7.20,20.0,4.0,5.7.20,0
5.7.20,30.0,7.0,5.7.20,0
5.7.20,40.0,12.0,5.7.20,0
5.7.20,50.0,20.0,5.7.20,0
5.7.20,60.0,31.0,5.7.20,0
5.7.20,70.0,47.0,5.7.20,0
5.7.20,80.0,71.0,5.7.20,0
5.7.20,90.0,92.0,5.7.20,0
5.7.20,100.0,116.0,5.7.20,0
5.7.20,110.0,140.0,5.7.20,0
5.7.20,120.0,169.0,5.7.20,0
5.7.21,10.0,4.0,5.7.21,0
5.7.21,20.0,10.0,5.7.21,0
5.7.21,30.0,18.0,5.7.21,0
5.7.21,40.0,27.0,5.7.21,0
5.7.21,50.0,38.0,5.7.21,0
5.7.21,60.0,56.0,5.7.21,0
5.7.21,70.0,72.0,5.7.21,0
5.7.21,80.0,90.0,5.7.21,0
5.7.21,90.0,104.0,5.7.21,0
5.7.21,100.0,123.0,5.7.21,0
5.7.21,110.0,144.0,5.7.21,0
5.7.21,120.0,166.0,5.7.21,0
5.7.21,130.0,190.0,5.7.21,0
